id_conce; id_acidente_tip; dia; mes; total; id_risco
20;273;22;10;1;1
20;4;22;10;1;1
20;4;22;10;1;1
20;4;22;10;1;1
20;4;23;10;1;1
20;119;23;10;1;1
20;119;24;10;1;2
20;4;24;10;3;2
20;117;24;10;2;1
20;4;25;10;2;1
20;33;25;10;1;1
20;118;25;10;1;2
20;119;25;10;1;1
20;6;25;10;1;1
20;119;26;10;2;2
20;33;26;10;1;1
20;33;26;10;2;1
20;126;26;10;1;1
20;117;26;10;2;1
20;4;27;10;1;1
20;119;27;10;1;1
20;4;27;10;1;1
20;6;27;10;1;1
20;117;27;10;1;1
20;117;27;10;1;1
20;127;28;10;1;1
20;4;28;10;1;2
20;273;28;10;1;1
20;4;29;10;1;1
20;4;29;10;1;1
20;33;30;10;1;2
20;33;30;10;1;1
20;7;30;10;1;2
20;119;30;10;1;1
20;117;30;10;1;1
20;119;30;10;1;1
20;33;30;10;1;1
20;33;30;10;1;1
20;33;31;10;1;1
20;4;31;10;2;2
20;119;31;10;1;1
20;4;31;10;1;1
20;117;31;10;1;1
20;4;31;10;1;1
20;4;31;10;1;1
20;119;31;10;1;1
20;6;1;11;1;2
20;4;1;11;2;2
20;33;2;11;1;1
20;33;3;11;1;1
20;4;3;11;1;1
20;4;3;11;1;1
20;119;3;11;1;2
20;127;4;11;1;1
20;4;4;11;2;1
20;117;4;11;2;1
20;4;4;11;1;1
20;119;4;11;1;1
20;117;5;11;1;1
20;4;5;11;1;1
20;4;5;11;1;1
20;4;5;11;2;1
20;4;5;11;2;2
20;273;6;11;1;1
20;4;6;11;1;1
20;4;6;11;2;1
20;117;7;11;1;1
20;119;7;11;2;1
20;33;7;11;1;1
20;4;7;11;1;1
20;126;7;11;2;1
20;4;8;11;1;1
20;119;8;11;1;1
20;117;8;11;1;1
20;33;8;11;1;2
20;6;8;11;1;1
20;63;8;11;1;1
20;63;8;11;1;1
20;273;9;11;1;1
20;273;9;11;1;1
20;7;9;11;1;2
20;119;10;11;1;1
20;33;10;11;1;1
20;6;10;11;1;1
20;6;10;11;1;1
20;4;10;11;1;1
20;4;10;11;2;2
20;119;10;11;1;1
20;6;10;11;1;1
20;4;10;11;1;1
20;33;10;11;1;1
20;119;10;11;1;1
20;4;11;11;1;1
20;4;11;11;1;1
20;119;11;11;1;1
20;119;11;11;1;1
20;119;11;11;1;1
20;33;11;11;1;1
20;33;11;11;1;1
20;33;12;11;1;1
20;119;12;11;1;1
20;4;12;11;1;1
20;33;12;11;1;2
20;4;12;11;2;1
20;4;12;11;1;1
20;126;12;11;1;2
20;4;12;11;1;1
20;33;12;11;1;1
20;4;13;11;2;1
20;6;13;11;1;1
20;7;13;11;4;2
20;119;13;11;1;1
20;119;13;11;1;2
20;4;14;11;1;1
20;33;14;11;1;1
20;33;14;11;1;1
20;6;14;11;1;1
20;117;14;11;1;1
20;6;14;11;1;1
20;120;14;11;1;3
20;33;15;11;1;1
20;4;15;11;1;1
20;127;15;11;1;1
20;33;15;11;1;1
20;33;15;11;1;1
20;119;15;11;1;1
20;117;15;11;1;1
20;4;16;11;2;1
20;4;16;11;1;1
20;119;17;11;1;1
20;4;18;11;1;1
20;258;18;11;1;1
20;4;19;11;1;1
20;7;19;11;1;2
20;4;19;11;2;1
20;4;19;11;1;1
20;273;19;11;1;1
20;4;19;11;1;1
20;4;19;11;2;1
20;4;20;11;1;1
20;117;20;11;1;1
20;117;20;11;1;1
20;4;20;11;1;2
20;7;20;11;1;1
20;4;20;11;1;1
20;4;21;11;1;1
20;119;21;11;1;2
20;4;22;11;1;3
20;7;22;11;3;2
20;117;22;11;1;2
20;4;22;11;1;1
20;119;22;11;1;1
20;119;23;11;1;1
20;119;23;11;1;1
20;33;23;11;1;2
20;33;23;11;1;1
20;273;23;11;1;1
20;4;23;11;1;1
20;119;23;11;1;1
20;33;23;11;1;1
20;4;24;11;1;1
20;119;24;11;2;1
20;119;24;11;1;2
20;4;24;11;1;1
20;4;25;11;1;2
20;117;25;11;2;1
20;4;25;11;1;1
20;119;26;11;1;1
20;119;26;11;1;2
20;6;26;11;1;1
20;33;26;11;1;1
20;117;26;11;1;1
20;119;26;11;1;1
20;273;26;11;1;1
20;4;27;11;1;2
20;119;27;11;1;1
20;33;27;11;1;1
20;33;27;11;1;1
20;273;28;11;1;1
20;4;28;11;1;1
20;273;28;11;1;1
20;117;28;11;1;2
20;273;28;11;1;1
20;119;28;11;1;1
20;33;28;11;1;1
20;33;28;11;1;1
20;119;29;11;1;1
20;119;29;11;1;1
20;33;30;11;1;1
20;126;30;11;1;1
20;7;30;11;1;3
20;33;1;12;1;1
20;119;1;12;1;1
20;4;1;12;2;1
20;118;1;12;2;1
20;33;1;12;1;1
20;119;2;12;1;1
20;4;2;12;1;1
20;4;2;12;1;1
20;33;3;12;1;1
20;4;4;12;1;1
20;4;4;12;1;1
20;117;4;12;1;2
20;6;5;12;1;2
20;119;5;12;1;1
20;119;5;12;1;1
20;4;5;12;1;1
20;4;5;12;1;1
20;119;5;12;1;1
20;119;6;12;1;1
20;33;6;12;1;1
20;6;6;12;1;1
20;33;8;12;1;1
20;4;9;12;1;1
20;117;9;12;1;1
20;119;9;12;1;1
20;4;10;12;1;1
20;4;10;12;1;1
20;117;10;12;2;1
20;33;10;12;2;1
20;117;11;12;2;1
20;4;11;12;2;1
20;63;11;12;1;1
20;4;11;12;2;1
20;117;11;12;1;1
20;33;11;12;1;3
20;4;12;12;1;1
20;119;13;12;1;1
20;119;13;12;1;1
20;126;13;12;1;1
20;119;13;12;1;1
20;33;13;12;1;1
20;119;13;12;1;1
20;4;14;12;1;1
20;33;14;12;1;1
20;273;14;12;1;1
20;4;14;12;1;1
20;124;14;12;1;1
20;7;14;12;1;1
20;4;15;12;1;1
20;119;15;12;1;2
20;117;15;12;1;1
20;119;15;12;1;2
20;4;15;12;1;1
20;119;16;12;1;1
20;117;17;12;1;2
20;4;18;12;1;1
20;4;18;12;2;1
20;119;18;12;1;3
20;4;18;12;2;1
20;4;19;12;1;1
20;4;19;12;1;1
20;117;19;12;1;1
20;4;19;12;1;1
20;4;19;12;1;1
20;33;20;12;1;1
20;7;20;12;1;2
20;117;20;12;1;1
20;4;20;12;1;1
20;273;20;12;1;2
20;273;20;12;1;2
20;4;20;12;1;1
20;119;21;12;1;1
20;119;21;12;1;1
20;33;21;12;1;1
20;33;21;12;1;1
20;4;21;12;1;1
20;119;21;12;1;1
20;119;22;12;1;1
20;119;22;12;1;1
20;4;22;12;2;1
20;63;22;12;1;1
20;4;23;12;1;1
20;33;23;12;1;1
20;4;23;12;1;1
20;117;23;12;2;1
20;119;24;12;1;1
20;119;24;12;1;2
20;6;25;12;1;1
20;7;25;12;1;2
20;4;26;12;1;1
20;4;26;12;1;2
20;4;28;12;1;1
20;4;29;12;1;1
20;119;29;12;1;3
20;7;30;12;1;3
20;126;31;12;1;1
20;33;31;12;1;1
20;33;1;1;1;1
20;4;3;1;1;1
20;119;3;1;1;1
20;33;4;1;1;1
20;7;4;1;1;3
20;4;4;1;1;1
20;7;4;1;1;3
20;33;4;1;1;1
20;4;5;1;1;1
20;4;6;1;1;1
20;119;6;1;1;2
20;4;6;1;1;1
20;4;7;1;1;1
20;4;7;1;1;1
20;127;8;1;1;1
20;33;8;1;1;1
20;4;9;1;1;2
20;117;9;1;1;1
20;4;9;1;1;1
20;4;11;1;2;2
20;119;11;1;1;1
20;117;11;1;1;3
20;117;12;1;1;2
20;6;12;1;1;1
20;119;12;1;1;1
20;4;13;1;1;1
20;33;13;1;1;1
20;33;14;1;1;1
20;117;14;1;1;1
20;33;14;1;1;1
20;4;14;1;1;1
20;118;15;1;1;1
20;4;15;1;2;1
20;33;15;1;1;1
20;7;15;1;1;1
20;33;15;1;1;1
20;6;15;1;1;1
20;4;15;1;2;1
20;117;16;1;1;1
20;4;16;1;1;1
20;7;16;1;1;3
20;117;16;1;1;1
20;117;16;1;2;1
20;4;16;1;1;1
20;117;17;1;1;1
20;117;17;1;1;1
20;33;17;1;1;1
20;119;19;1;1;1
20;6;19;1;1;2
20;119;19;1;1;1
20;4;20;1;1;1
20;117;20;1;2;1
20;119;21;1;1;1
20;4;21;1;1;1
20;119;21;1;1;1
20;117;21;1;2;1
20;117;22;1;1;1
20;119;22;1;1;1
20;117;22;1;2;1
20;4;22;1;1;1
20;33;22;1;1;1
20;117;23;1;1;1
20;7;23;1;2;3
20;4;23;1;1;1
20;117;23;1;1;2
20;33;23;1;1;1
20;119;23;1;1;1
20;7;24;1;1;3
20;273;24;1;1;1
20;4;24;1;1;1
20;6;24;1;1;1
20;117;24;1;1;1
20;7;24;1;1;1
20;4;25;1;1;1
20;33;25;1;1;1
20;33;25;1;1;1
20;126;26;1;2;1
20;119;26;1;1;1
20;4;26;1;1;1
20;117;26;1;1;1
20;119;26;1;1;1
20;119;26;1;1;3
20;4;27;1;1;1
20;4;27;1;1;1
20;4;27;1;1;1
20;4;27;1;1;1
20;117;27;1;1;2
20;4;27;1;1;1
20;4;27;1;1;2
20;117;28;1;1;1
20;4;28;1;1;1
20;117;28;1;2;1
20;4;28;1;1;1
20;4;28;1;2;2
20;4;28;1;1;1
20;7;29;1;1;2
20;4;29;1;1;1
20;119;29;1;1;1
20;33;30;1;1;1
20;4;30;1;2;1
20;273;30;1;1;2
20;127;30;1;1;1
20;4;30;1;1;1
20;4;30;1;2;1
20;119;31;1;1;2
20;33;31;1;1;1
20;4;31;1;1;1
20;117;31;1;1;1
20;126;31;1;1;1
20;63;31;1;1;1
20;7;31;1;2;1
20;117;1;2;1;1
20;4;2;2;1;2
20;4;2;2;2;1
20;118;3;2;1;1
20;7;3;2;1;1
20;4;4;2;1;1
20;119;4;2;1;1
20;4;4;2;1;1
20;119;5;2;1;1
20;119;5;2;1;1
20;4;5;2;1;1
20;117;5;2;1;3
20;119;5;2;1;1
20;33;5;2;1;1
20;117;6;2;1;2
20;117;6;2;1;1
20;33;6;2;1;1
20;117;6;2;1;1
20;119;7;2;1;1
20;119;7;2;1;1
20;6;7;2;1;1
20;119;7;2;1;1
20;33;7;2;1;1
20;117;8;2;1;1
20;117;8;2;1;1
20;33;8;2;1;1
20;4;8;2;1;2
20;126;8;2;1;1
20;117;8;2;1;1
20;119;8;2;1;2
20;117;9;2;1;1
20;33;9;2;1;1
20;273;9;2;1;1
20;33;9;2;1;1
20;117;9;2;1;1
20;117;10;2;1;2
20;258;10;2;1;3
20;124;11;2;1;1
20;4;11;2;2;1
20;117;12;2;1;1
20;4;12;2;2;1
20;117;12;2;1;1
20;119;12;2;1;1
20;117;13;2;1;1
20;4;13;2;1;1
20;117;13;2;1;1
20;119;13;2;1;1
20;119;13;2;1;1
20;273;14;2;1;1
20;6;14;2;1;1
20;4;14;2;1;1
20;33;14;2;1;1
20;118;14;2;1;3
20;119;15;2;1;2
20;119;17;2;1;1
20;117;17;2;2;1
20;6;18;2;1;1
20;4;18;2;2;1
20;117;18;2;1;1
20;6;18;2;1;1
20;33;18;2;1;1
20;4;18;2;1;2
20;117;18;2;1;2
20;33;19;2;1;1
20;33;19;2;1;1
20;126;19;2;1;1
20;273;19;2;1;1
20;4;19;2;1;1
20;273;19;2;1;1
20;4;21;2;1;1
20;117;22;2;1;1
20;119;22;2;1;2
20;119;22;2;1;1
20;119;23;2;1;1
20;6;23;2;1;1
20;117;24;2;1;1
20;63;24;2;1;1
20;117;24;2;1;1
20;7;24;2;1;2
20;117;25;2;2;1
20;4;25;2;1;1
20;273;25;2;1;1
20;119;26;2;1;1
20;7;27;2;2;1
20;4;27;2;1;1
20;273;27;2;1;1
20;4;28;2;1;1
20;33;28;2;1;1
20;273;28;2;1;3
20;4;28;2;1;1
20;117;28;2;3;1
20;117;1;3;1;1
20;117;1;3;1;1
20;117;2;3;1;3
20;4;2;3;1;1
20;33;3;3;2;1
20;7;3;3;1;1
20;4;4;3;1;1
20;33;4;3;1;1
20;33;4;3;2;1
20;273;4;3;1;3
20;117;4;3;2;2
20;6;5;3;1;1
20;6;5;3;1;3
20;63;5;3;1;1
20;33;5;3;1;1
20;4;5;3;4;1
20;4;5;3;2;1
20;273;5;3;1;1
20;33;5;3;1;1
20;33;5;3;1;1
20;273;5;3;1;1
20;117;6;3;1;1
20;117;6;3;1;1
20;126;6;3;1;1
20;4;6;3;1;3
20;4;6;3;1;1
20;4;6;3;1;2
20;33;7;3;2;1
20;4;7;3;1;1
20;4;7;3;1;1
20;4;8;3;1;1
20;117;9;3;2;1
20;273;9;3;1;1
20;33;9;3;1;1
20;117;10;3;1;1
20;4;10;3;1;2
20;273;10;3;1;1
20;4;10;3;1;1
20;273;10;3;1;1
20;4;10;3;1;1
20;117;10;3;3;1
20;119;11;3;1;1
20;117;11;3;2;1
20;118;11;3;1;1
20;4;11;3;1;1
20;33;11;3;1;1
20;33;11;3;1;1
20;33;11;3;1;1
20;119;11;3;2;1
20;6;11;3;1;1
20;33;12;3;1;1
20;4;12;3;1;1
20;4;12;3;1;1
20;4;13;3;1;1
20;273;13;3;1;1
20;4;13;3;1;1
20;117;13;3;2;1
20;118;14;3;1;1
20;117;14;3;1;1
20;4;14;3;1;1
20;118;14;3;2;1
20;33;15;3;1;1
20;117;16;3;2;1
20;118;16;3;1;2
20;33;16;3;1;1
20;119;16;3;1;1
20;117;17;3;1;1
20;63;17;3;2;1
20;33;17;3;1;1
20;117;18;3;1;1
20;4;19;3;1;1
20;118;19;3;1;1
20;120;20;3;1;1
20;33;20;3;1;1
20;4;20;3;1;1
20;4;20;3;1;1
20;33;20;3;1;1
20;119;21;3;1;1
20;119;21;3;1;1
20;33;21;3;1;1
20;119;22;3;1;1
20;117;23;3;1;1
20;4;23;3;2;1
20;4;23;3;2;1
20;118;23;3;1;1
20;33;23;3;1;1
20;4;23;3;1;2
20;118;23;3;1;1
20;117;23;3;2;1
20;7;24;3;1;3
20;4;24;3;1;1
20;120;25;3;1;3
20;4;25;3;1;2
20;4;25;3;1;1
20;117;25;3;1;3
20;117;25;3;1;1
20;118;25;3;1;1
20;4;26;3;1;1
20;119;26;3;1;1
20;117;26;3;1;1
20;4;26;3;2;1
20;117;27;3;1;1
20;4;27;3;1;1
20;33;27;3;1;1
20;118;29;3;1;1
20;4;30;3;1;1
20;4;30;3;2;1
20;4;30;3;1;1
20;4;30;3;1;3
20;4;31;3;1;1
20;117;31;3;1;1
20;33;31;3;1;1
20;117;31;3;1;2
20;33;1;4;1;1
20;4;1;4;1;1
20;33;1;4;1;1
20;117;2;4;1;1
20;33;2;4;1;1
20;4;2;4;1;1
20;117;2;4;1;1
20;117;2;4;1;1
20;119;2;4;1;2
20;119;3;4;1;1
20;4;5;4;1;1
20;33;5;4;1;1
20;33;6;4;1;2
20;273;6;4;1;1
20;7;7;4;1;1
20;4;7;4;1;2
20;33;8;4;1;2
20;4;9;4;1;1
20;33;9;4;1;1
20;119;9;4;1;1
20;4;10;4;1;2
20;4;10;4;2;1
20;258;10;4;1;2
20;117;10;4;1;1
20;117;10;4;1;1
20;117;11;4;1;1
20;118;11;4;1;3
20;7;11;4;1;2
20;7;11;4;1;3
20;120;13;4;1;1
20;4;14;4;1;1
20;258;14;4;1;3
20;4;15;4;1;1
20;118;15;4;2;1
20;4;15;4;4;1
20;63;15;4;1;1
20;33;16;4;1;1
20;117;16;4;1;1
20;33;16;4;1;1
20;4;16;4;2;1
20;4;16;4;1;2
20;119;17;4;1;2
20;4;17;4;4;1
20;273;17;4;1;1
20;119;18;4;1;1
20;4;18;4;1;1
20;118;18;4;1;1
20;117;18;4;1;1
20;4;18;4;1;1
20;4;19;4;1;1
20;33;19;4;1;1
20;119;19;4;1;1
20;119;20;4;1;1
20;117;21;4;2;1
20;119;22;4;1;1
20;4;22;4;1;1
20;4;22;4;1;1
20;126;22;4;1;2
20;33;22;4;1;1
20;273;23;4;1;1
20;117;23;4;1;1
20;117;23;4;1;1
20;33;24;4;1;1
20;4;24;4;1;2
20;119;24;4;1;1
20;4;25;4;1;1
20;7;25;4;1;3
20;4;25;4;1;1
20;4;26;4;1;1
20;117;26;4;1;1
20;273;26;4;1;1
20;117;27;4;1;3
20;4;28;4;1;1
20;33;28;4;1;1
20;117;28;4;1;1
20;4;28;4;1;2
20;4;29;4;1;1
20;4;29;4;1;1
20;117;29;4;2;1
20;33;29;4;2;1
20;4;29;4;1;1
20;4;30;4;1;1
20;4;30;4;1;1
20;126;30;4;1;1
20;4;30;4;1;1
20;33;30;4;1;1
20;63;1;5;1;1
20;4;1;5;1;1
20;117;1;5;1;3
20;127;1;5;1;1
20;33;1;5;1;2
20;63;2;5;1;1
20;117;2;5;1;1
20;119;2;5;1;3
20;33;2;5;1;1
20;117;4;5;1;1
20;4;4;5;2;1
20;4;4;5;1;1
20;119;4;5;1;1
20;119;4;5;1;1
20;33;5;5;1;1
20;117;5;5;1;1
20;117;5;5;1;1
20;117;5;5;2;1
20;119;5;5;1;1
20;33;5;5;1;1
20;33;5;5;1;1
20;33;5;5;1;1
20;4;6;5;1;1
20;117;6;5;2;1
20;119;6;5;1;1
20;6;6;5;1;1
20;33;6;5;1;1
20;117;6;5;1;1
20;33;6;5;1;1
20;33;6;5;1;1
20;33;6;5;1;1
20;33;6;5;1;2
20;273;6;5;1;1
20;117;6;5;1;1
20;33;6;5;1;1
20;4;7;5;1;1
20;4;7;5;2;2
20;33;7;5;1;1
20;117;7;5;1;1
20;119;7;5;1;1
20;117;7;5;1;1
20;127;7;5;1;1
20;119;7;5;1;1
20;119;8;5;1;1
20;4;8;5;1;1
20;4;8;5;2;1
20;126;8;5;1;1
20;117;8;5;1;1
20;120;8;5;1;2
20;118;9;5;1;3
20;119;9;5;1;1
20;4;11;5;2;1
20;6;11;5;1;1
20;119;11;5;1;1
20;4;11;5;1;1
20;4;11;5;2;1
20;4;12;5;1;1
20;4;13;5;1;1
20;4;13;5;1;3
20;33;13;5;1;1
20;4;13;5;1;3
20;63;13;5;1;1
20;117;14;5;1;1
20;4;14;5;1;1
20;117;15;5;1;1
20;117;15;5;1;1
20;4;15;5;2;1
20;117;15;5;1;2
20;118;15;5;1;2
20;33;15;5;1;1
20;33;15;5;1;1
20;33;15;5;1;1
20;117;18;5;1;1
20;4;19;5;1;1
20;63;19;5;1;1
20;119;19;5;1;1
20;117;20;5;1;1
20;4;20;5;1;1
20;7;20;5;2;3
20;117;21;5;2;1
20;119;21;5;1;1
20;7;21;5;2;1
20;4;22;5;2;1
20;4;22;5;1;1
20;118;22;5;1;1
20;273;22;5;1;1
20;4;22;5;2;1
20;117;22;5;1;1
20;4;22;5;2;1
20;117;22;5;1;1
20;273;23;5;1;2
20;117;23;5;1;3
20;117;23;5;3;1
20;7;24;5;1;2
20;119;24;5;1;1
20;117;25;5;1;2
20;119;26;5;1;1
20;33;26;5;2;1
20;117;26;5;1;1
20;119;26;5;1;1
20;63;26;5;1;1
20;7;26;5;1;2
20;33;27;5;1;1
20;4;27;5;1;1
20;119;27;5;1;1
20;4;28;5;1;1
20;4;28;5;1;1
20;4;28;5;2;1
20;4;29;5;2;1
20;117;29;5;1;1
20;119;29;5;1;1
20;4;29;5;2;2
20;119;29;5;1;1
20;7;29;5;1;3
20;117;29;5;1;1
20;118;29;5;1;1
20;117;30;5;1;1
20;4;30;5;1;1
20;4;30;5;1;2
20;4;31;5;1;1
20;6;31;5;1;1
20;33;1;6;1;1
20;4;1;6;1;1
20;119;1;6;3;1
20;4;2;6;1;1
20;4;2;6;2;1
20;119;2;6;1;3
20;4;2;6;2;2
20;119;2;6;1;1
20;117;2;6;1;1
20;33;2;6;1;1
20;63;2;6;1;1
20;4;2;6;1;1
20;273;3;6;1;1
20;7;3;6;1;3
20;117;3;6;1;2
20;124;3;6;1;1
20;273;4;6;1;1
20;120;5;6;1;2
20;117;6;6;1;1
20;117;6;6;1;1
20;63;7;6;1;1
20;117;8;6;1;3
20;119;8;6;2;1
20;4;8;6;1;1
20;119;9;6;1;1
20;4;9;6;1;1
20;63;9;6;1;1
20;117;9;6;1;1
20;118;9;6;1;1
20;4;9;6;2;1
20;117;10;6;1;1
20;63;10;6;1;1
20;119;10;6;1;1
20;4;10;6;1;1
20;4;11;6;2;1
20;4;11;6;2;1
20;117;12;6;1;1
20;4;12;6;1;1
20;4;12;6;1;1
20;117;12;6;1;2
20;4;12;6;2;1
20;117;13;6;1;1
20;33;13;6;1;2
20;117;14;6;1;2
20;119;15;6;1;1
20;4;15;6;2;1
20;273;15;6;1;1
20;117;15;6;3;1
20;117;15;6;1;2
20;273;15;6;1;1
20;119;16;6;1;1
20;4;16;6;1;2
20;117;16;6;1;2
20;118;16;6;1;1
20;4;16;6;2;1
20;117;17;6;1;1
20;4;18;6;1;1
20;119;18;6;1;1
20;4;19;6;2;1
20;119;20;6;1;1
20;119;20;6;1;1
20;4;22;6;1;1
20;117;22;6;1;1
20;117;22;6;1;1
20;117;23;6;2;1
20;119;23;6;1;1
20;4;24;6;1;1
20;4;24;6;2;3
20;4;24;6;1;1
20;4;24;6;1;1
20;117;24;6;1;2
20;117;24;6;1;1
20;4;25;6;1;1
20;117;25;6;1;1
20;117;25;6;1;1
20;119;26;6;1;1
20;4;26;6;1;1
20;119;26;6;1;2
20;119;27;6;1;1
20;273;27;6;1;1
20;117;27;6;1;1
20;117;29;6;2;1
20;4;29;6;2;1
20;4;29;6;1;1
20;6;29;6;1;1
20;4;29;6;1;1
20;4;29;6;1;1
20;119;30;6;1;1
20;126;30;6;1;1
20;118;30;6;1;1
20;4;30;6;2;1
20;6;30;6;1;1
20;117;1;7;1;1
20;119;1;7;1;2
20;119;2;7;1;1
20;117;2;7;1;1
20;117;3;7;1;1
20;117;3;7;1;1
20;117;3;7;1;1
20;63;3;7;1;1
20;117;3;7;1;1
20;7;5;7;1;3
20;117;5;7;1;1
20;4;5;7;1;1
20;117;6;7;1;1
20;117;6;7;1;1
20;117;6;7;1;1
20;117;6;7;1;1
20;119;6;7;1;1
20;119;7;7;1;1
20;119;7;7;1;1
20;126;7;7;1;1
20;119;8;7;1;1
20;4;8;7;1;1
20;4;8;7;1;1
20;117;11;7;1;1
20;117;11;7;1;1
20;4;11;7;1;1
20;118;12;7;1;3
20;119;13;7;1;1
20;4;13;7;1;1
20;258;13;7;1;2
20;117;14;7;1;1
20;4;14;7;2;1
20;273;17;7;1;1
20;119;17;7;1;1
20;117;18;7;1;1
20;33;18;7;1;1
20;4;18;7;1;2
20;119;19;7;1;1
20;117;19;7;2;2
20;117;19;7;1;1
20;4;20;7;1;1
20;117;21;7;1;1
20;118;21;7;1;1
20;117;21;7;1;1
20;117;21;7;2;1
