id_acidente_tip; dia; mes; total; id_risco
75;10;9;1;cdo
4;10;9;1;cdo
78;11;9;1;cdo
18;11;9;1;cdo
75;12;9;1;cdo
78;13;9;1;cdo
78;13;9;1;cdo
78;13;9;1;cdo
75;14;9;1;cdo
7;14;9;1;cdo
75;14;9;1;cdo
75;15;9;1;cdo
4;15;9;1;cdo
78;15;9;1;cdo
75;15;9;1;cdo
78;17;9;1;cdo
4;18;9;1;cdo
75;18;9;1;cdo
4;19;9;1;cdo
4;19;9;1;cdo
78;20;9;1;cdo
78;21;9;1;cdo
78;21;9;1;cdo
