id_conce;dia;mes;qt_acidentes;id_risco
6;1;1;3;1
6;1;2;14;1
6;1;2;1;2
6;1;3;11;1
6;1;4;10;1
6;1;4;1;2
6;1;5;5;1
6;1;5;1;2
6;1;6;15;1
6;1;6;5;2
6;1;6;1;3
6;1;7;11;1
6;1;7;1;2
6;1;8;10;1
6;1;9;13;1
6;1;9;4;2
6;1;10;15;1
6;1;10;2;2
6;1;11;16;1
6;1;11;2;2
6;1;11;2;3
6;1;12;14;1
6;1;12;2;2
6;2;1;8;1
6;2;1;1;2
6;2;2;10;1
6;2;3;18;1
6;2;3;1;2
6;2;4;8;1
6;2;4;3;2
6;2;5;6;1
6;2;5;1;2
6;2;6;12;1
6;2;6;1;2
6;2;7;11;1
6;2;7;3;2
6;2;8;11;1
6;2;8;1;2
6;2;9;17;1
6;2;9;1;2
6;2;10;7;1
6;2;10;2;2
6;2;11;10;1
6;2;11;5;2
6;2;12;10;1
6;2;12;2;2
6;3;1;8;1
6;3;1;1;3
6;3;2;11;1
6;3;2;1;2
6;3;3;13;1
6;3;4;10;1
6;3;4;1;3
6;3;5;10;1
6;3;5;1;2
6;3;6;18;1
6;3;7;10;1
6;3;7;1;2
6;3;7;1;3
6;3;8;13;1
6;3;9;14;1
6;3;9;3;2
6;3;10;13;1
6;3;10;2;2
6;3;10;1;3
6;3;11;6;1
6;3;12;6;1
6;4;1;11;1
6;4;1;1;2
6;4;2;14;1
6;4;3;17;1
6;4;3;1;2
6;4;4;6;1
6;4;4;1;2
6;4;5;11;1
6;4;5;2;2
6;4;6;8;1
6;4;7;12;1
6;4;7;4;2
6;4;8;14;1
6;4;9;19;1
6;4;9;2;2
6;4;9;1;3
6;4;10;16;1
6;4;10;1;2
6;4;11;7;1
6;4;11;1;2
6;4;11;1;3
6;4;12;8;1
6;4;12;3;3
6;5;1;10;1
6;5;1;1;2
6;5;2;4;1
6;5;2;2;2
6;5;3;12;1
6;5;3;1;2
6;5;4;9;1
6;5;4;2;2
6;5;5;7;1
6;5;5;2;2
6;5;6;7;1
6;5;6;1;2
6;5;7;13;1
6;5;8;18;1
6;5;8;1;3
6;5;9;13;1
6;5;9;1;2
6;5;10;13;1
6;5;10;2;2
6;5;11;7;1
6;5;11;2;2
6;5;12;11;1
6;5;12;1;2
6;6;1;10;1
6;6;1;2;2
6;6;2;9;1
6;6;2;2;3
6;6;3;11;1
6;6;3;1;2
6;6;4;16;1
6;6;4;3;2
6;6;5;7;1
6;6;5;2;2
6;6;5;3;3
6;6;6;18;1
6;6;7;11;1
6;6;7;1;2
6;6;8;9;1
6;6;8;2;2
6;6;9;15;1
6;6;9;2;2
6;6;10;11;1
6;6;10;2;2
6;6;11;9;1
6;6;11;4;2
6;6;12;15;1
6;6;12;1;2
6;7;1;14;1
6;7;2;10;1
6;7;2;1;3
6;7;3;12;1
6;7;3;1;2
6;7;4;5;1
6;7;4;2;2
6;7;4;2;3
6;7;5;11;1
6;7;5;4;2
6;7;6;16;1
6;7;6;4;2
6;7;7;12;1
6;7;7;2;2
6;7;8;11;1
6;7;9;6;1
6;7;9;3;2
6;7;9;1;3
6;7;10;17;1
6;7;10;1;3
6;7;11;16;1
6;7;11;2;2
6;7;12;14;1
6;8;1;13;1
6;8;1;1;2
6;8;2;16;1
6;8;3;13;1
6;8;3;1;2
6;8;4;12;1
6;8;4;5;2
6;8;5;11;1
6;8;5;2;2
6;8;6;12;1
6;8;7;14;1
6;8;7;1;2
6;8;7;1;3
6;8;8;9;1
6;8;8;2;2
6;8;9;10;1
6;8;9;1;3
6;8;10;10;1
6;8;10;1;2
6;8;11;7;1
6;8;11;2;2
6;8;12;14;1
6;8;12;1;2
6;9;1;5;1
6;9;2;9;1
6;9;2;1;2
6;9;3;14;1
6;9;4;16;1
6;9;5;13;1
6;9;6;13;1
6;9;6;2;2
6;9;7;2;1
6;9;7;3;2
6;9;7;1;3
6;9;8;16;1
6;9;9;7;1
6;9;9;2;2
6;9;10;15;1
6;9;11;16;1
6;9;11;1;3
6;9;12;12;1
6;9;12;2;2
6;10;1;6;1
6;10;2;15;1
6;10;2;2;2
6;10;3;9;1
6;10;4;14;1
6;10;4;1;2
6;10;5;11;1
6;10;6;12;1
6;10;7;12;1
6;10;7;1;2
6;10;8;17;1
6;10;8;1;2
6;10;9;7;1
6;10;9;2;2
6;10;10;10;1
6;10;10;1;3
6;10;11;15;1
6;10;11;2;2
6;10;12;12;1
6;11;1;6;1
6;11;1;6;2
6;11;1;2;3
6;11;2;14;1
6;11;2;1;2
6;11;2;1;3
6;11;3;7;1
6;11;3;1;2
6;11;3;1;3
6;11;4;6;1
6;11;4;1;2
6;11;5;6;1
6;11;5;1;2
6;11;5;1;3
6;11;6;11;1
6;11;6;2;2
6;11;7;11;1
6;11;7;4;2
6;11;8;13;1
6;11;9;12;1
6;11;10;10;1
6;11;11;15;1
6;11;11;1;2
