id_conce;dia;mes;qt_acidentes;id_risco
8;1;1;5;1
8;1;2;8;1
8;1;3;9;1
8;1;3;1;2
8;1;4;3;1
8;1;5;1;1
8;1;6;1;1
8;1;7;4;1
8;1;8;5;1
8;1;9;2;1
8;1;9;1;2
8;1;10;9;1
8;1;11;2;1
8;1;11;2;2
8;1;12;10;1
8;2;1;5;1
8;2;2;9;1
8;2;2;1;2
8;2;3;7;1
8;2;4;6;1
8;2;4;1;2
8;2;5;3;1
8;2;6;5;1
8;2;6;1;2
8;2;7;3;1
8;2;8;3;1
8;2;8;1;2
8;2;9;8;1
8;2;9;1;2
8;2;10;7;1
8;2;11;2;1
8;2;12;8;1
8;2;12;1;3
8;3;1;4;1
8;3;2;5;1
8;3;2;1;2
8;3;3;4;1
8;3;4;6;1
8;3;5;8;1
8;3;5;1;2
8;3;6;8;1
8;3;7;9;1
8;3;8;1;1
8;3;9;5;1
8;3;10;8;1
8;3;11;3;1
8;3;11;2;2
8;3;11;2;3
8;3;12;7;1
8;4;1;3;1
8;4;2;1;1
8;4;3;6;1
8;4;4;7;1
8;4;4;1;2
8;4;5;2;1
8;4;6;4;1
8;4;6;1;2
8;4;7;7;1
8;4;7;1;3
8;4;8;7;1
8;4;8;1;2
8;4;9;3;1
8;4;9;1;2
8;4;10;4;1
8;4;11;6;1
8;4;12;5;1
8;4;12;2;2
8;5;1;6;1
8;5;2;7;1
8;5;2;1;2
8;5;2;1;3
8;5;3;5;1
8;5;4;4;1
8;5;4;1;2
8;5;5;5;1
8;5;5;1;2
8;5;6;4;1
8;5;7;3;1
8;5;8;3;1
8;5;9;4;1
8;5;10;7;1
8;5;10;1;2
8;5;11;3;1
8;5;12;8;1
8;5;12;1;3
8;6;1;9;1
8;6;2;9;1
8;6;2;1;2
8;6;3;7;1
8;6;4;5;1
8;6;5;3;1
8;6;5;1;2
8;6;6;2;1
8;6;7;4;1
8;6;8;3;1
8;6;9;8;1
8;6;10;4;1
8;6;10;1;2
8;6;11;2;1
8;6;11;2;2
8;6;12;6;1
8;6;12;1;3
8;7;1;3;1
8;7;2;9;1
8;7;2;3;2
8;7;3;3;1
8;7;3;1;2
8;7;4;4;1
8;7;5;6;1
8;7;6;4;1
8;7;6;1;2
8;7;6;3;3
8;7;7;2;1
8;7;7;2;2
8;7;8;11;1
8;7;8;1;2
8;7;9;3;1
8;7;9;1;2
8;7;10;12;1
8;7;11;7;1
8;7;11;1;2
8;7;12;6;1
8;8;1;8;1
8;8;1;1;2
8;8;1;1;3
8;8;2;10;1
8;8;3;4;1
8;8;4;10;1
8;8;5;2;1
8;8;6;2;1
8;8;7;6;1
8;8;7;2;2
8;8;8;8;1
8;8;8;1;3
8;8;9;5;1
8;8;10;5;1
8;8;11;4;1
8;8;12;6;1
8;9;1;4;1
8;9;2;3;1
8;9;2;2;2
8;9;3;10;1
8;9;4;6;1
8;9;5;6;1
8;9;6;9;1
8;9;7;5;1
8;9;8;2;1
8;9;8;1;2
8;9;9;6;1
