dia;mes;hora;minuto;km;trecho;sentido;acidente_caminhao
13;12;19;;268;2;3;0
13;12;16;;292.510009765625;2;3;0
13;12;10;;303.6400146484375;2;4;0
13;12;15;;310.29998779296875;2;3;0
14;12;15;;37.400001525878906;1;3;0
14;12;00;;74;1;3;0
14;12;05;;82.30000305175781;1;3;0
14;12;14;;86.6500015258789;1;4;0
14;12;20;;99.0999984741211;1;4;0
14;12;08;;102;1;4;0
14;12;15;;108;1;4;0
14;12;10;;108.9000015258789;1;3;0
14;12;10;;108.9000015258789;1;3;0
14;12;08;;117;1;3;0
14;12;05;;131.89999389648438;1;3;0
14;12;16;;143.6999969482422;1;4;0
14;12;18;;155.6999969482422;1;3;0
14;12;06;;162.1999969482422;1;4;0
14;12;21;;162.8000030517578;1;4;0
14;12;18;;164.8000030517578;2;4;0
14;12;12;;165.5;1;4;0
14;12;00;;166.9199981689453;2;3;0
14;12;14;;167.5;2;4;0
14;12;09;;168.5;1;3;0
14;12;09;;169.5;2;3;0
14;12;05;;175.5;2;3;0
14;12;05;;175.60000610351562;1;4;0
14;12;17;;175.6999969482422;2;4;0
14;12;20;;178.14999389648438;2;3;0
14;12;04;;190.39999389648438;1;3;0
14;12;00;;195;2;4;0
14;12;04;;200.3000030517578;1;4;0
14;12;22;;212.39999389648438;1;4;0
14;12;13;;220.3000030517578;2;4;0
14;12;03;;226.60000610351562;1;3;0
14;12;14;;228.8000030517578;1;4;0
14;12;03;;242;2;3;0
14;12;05;;272.79998779296875;2;4;0
14;12;06;;299.8999938964844;2;3;0
14;12;17;;302.1000061035156;2;4;0
15;12;18;;12.949999809265137;1;4;0
15;12;18;;15.149999618530273;1;3;0
15;12;19;;46.70000076293945;1;4;0
15;12;14;;57;1;3;0
15;12;02;;58.79999923706055;1;3;0
15;12;17;;80.0999984741211;1;4;0
15;12;20;;86.94999694824219;1;4;0
15;12;16;;91;1;4;0
15;12;14;;101.19999694824219;1;4;0
15;12;07;;107.9000015258789;1;3;0
15;12;09;;108.19999694824219;1;3;0
15;12;09;;109;1;3;0
15;12;07;;109.9000015258789;1;3;0
15;12;03;;112.9000015258789;1;3;0
15;12;06;;120.80000305175781;1;4;0
15;12;17;;139.6999969482422;1;3;0
15;12;17;;144.39999389648438;1;4;0
15;12;16;;144.8000030517578;1;4;0
15;12;16;;145;1;4;0
15;12;21;;147.39999389648438;1;3;0
15;12;19;;153.8000030517578;1;4;0
15;12;05;;157;1;3;0
15;12;00;;163.8000030517578;2;4;0
15;12;17;;173.8000030517578;1;4;0
15;12;07;;178.1999969482422;2;4;0
15;12;00;;186.39999389648438;2;4;0
15;12;11;;190.39999389648438;1;4;0
15;12;18;;192.39999389648438;2;4;0
15;12;17;;210.89999389648438;1;4;0
15;12;00;;212;1;4;0
15;12;21;;213.8000030517578;1;4;0
15;12;17;;216;1;4;0
15;12;19;;216.60000610351562;2;3;0
15;12;03;;218.0500030517578;1;3;0
15;12;01;;218.6999969482422;1;4;0
15;12;14;;219;1;4;0
15;12;07;;220.10000610351562;1;3;0
15;12;18;;220.10000610351562;1;3;0
15;12;23;;227.02999877929688;2;3;0
15;12;01;;288.3999938964844;2;3;0
15;12;23;;315.1000061035156;2;3;0
15;12;23;;316.79998779296875;2;4;0
16;12;07;;63.20000076293945;1;4;0
16;12;15;;70.80000305175781;1;3;0
16;12;13;;91.9000015258789;1;3;0
16;12;06;;152.89999389648438;1;3;0
16;12;19;;157.39999389648438;1;4;0
16;12;15;;164.8000030517578;2;4;0
16;12;07;;165;1;3;0
16;12;19;;167;2;3;0
16;12;20;;169;1;3;0
16;12;21;;169.8000030517578;1;3;0
16;12;17;;170;2;4;0
16;12;05;;170;1;4;0
16;12;13;;179.6999969482422;2;3;0
16;12;08;;180;2;3;0
16;12;12;;181.5;2;3;0
16;12;13;;184;2;3;0
16;12;22;;185.3000030517578;2;3;0
16;12;03;;202.60000610351562;2;3;0
16;12;20;;207;2;4;0
16;12;04;;211.6999969482422;1;4;0
16;12;21;;216.6999969482422;1;3;0
16;12;14;;222;1;3;0
16;12;16;;224;1;3;0
16;12;18;;226.60000610351562;1;3;0
16;12;16;;298.79998779296875;2;3;0
16;12;14;;318.8999938964844;2;4;0
17;12;22;;70.0999984741211;1;4;0
17;12;10;;96.5;1;3;0
17;12;13;;141.6999969482422;1;3;0
17;12;10;;147;1;4;0
17;12;07;;153.89999389648438;1;4;0
17;12;16;;166;2;4;0
17;12;23;;167.3000030517578;2;3;0
17;12;18;;170;2;3;0
17;12;18;;184;2;4;0
17;12;07;;192;1;3;0
17;12;06;;199.10000610351562;1;4;0
17;12;19;;203.89999389648438;1;3;0
17;12;06;;204;1;4;0
17;12;18;;211.10000610351562;1;4;0
17;12;09;;217.6999969482422;2;3;0
17;12;17;;222.5;1;4;0
17;12;12;;223;1;4;0
17;12;19;;223;1;3;0
17;12;19;;224;2;3;0
17;12;06;;228;1;4;0
17;12;17;;228.1999969482422;1;3;0
17;12;00;;241.14999389648438;2;3;0
17;12;15;;270.45001220703125;2;3;0
17;12;16;;309.29998779296875;2;3;0
17;12;07;;316.3999938964844;2;3;0
18;12;11;;98.80000305175781;1;3;0
18;12;12;;116.5999984741211;1;3;0
18;12;09;;119.19999694824219;1;4;0
18;12;08;;119.69999694824219;1;4;0
18;12;11;;121.69999694824219;1;3;0
18;12;18;;134;1;4;0
18;12;12;;145;1;3;0
18;12;17;;146.60000610351562;1;4;0
18;12;18;;147.39999389648438;1;4;0
18;12;15;;164.3000030517578;2;3;0
18;12;18;;165.1999969482422;1;4;0
18;12;06;;167.25;2;3;0
18;12;18;;177.60000610351562;2;4;0
18;12;15;;179;2;4;0
18;12;02;;179.8000030517578;2;4;0
18;12;20;;180.3000030517578;2;4;0
18;12;07;;184.10000610351562;2;4;0
18;12;06;;185.3000030517578;2;4;0
18;12;12;;201.39999389648438;1;4;0
18;12;03;;212;1;3;0
18;12;19;;217.5;2;3;0
18;12;18;;223.39999389648438;1;3;0
18;12;00;;223.8000030517578;1;3;0
18;12;09;;225.6999969482422;1;4;0
18;12;05;;225.8000030517578;2;3;0
18;12;03;;258.20001220703125;2;3;0
18;12;00;;266.79998779296875;2;3;0
18;12;18;;285;2;3;0
18;12;11;;285.29998779296875;2;4;0
18;12;19;;299.5;2;4;0
19;12;13;;81.4000015258789;1;3;0
19;12;16;;86.05000305175781;1;3;0
19;12;19;;108.27999877929688;1;4;0
19;12;20;;117.5;1;3;0
19;12;22;;136.64999389648438;1;3;0
19;12;17;;144.25;1;3;0
19;12;12;;150.5;1;3;0
19;12;07;;153;1;3;0
19;12;11;;160.39999389648438;1;4;0
19;12;08;;163.10000610351562;1;3;0
19;12;22;;163.6999969482422;2;4;0
19;12;14;;165.35000610351562;2;3;0
19;12;15;;168.3000030517578;2;3;0
19;12;11;;168.39999389648438;2;3;0
19;12;19;;170;2;4;0
19;12;21;;172.14999389648438;2;4;0
19;12;14;;175.10000610351562;2;4;0
19;12;12;;176.6699981689453;2;4;0
19;12;17;;176.89999389648438;2;4;0
19;12;11;;183.10000610351562;2;3;0
19;12;12;;185.60000610351562;2;3;0
19;12;11;;188.6999969482422;2;3;0
19;12;16;;194.5;2;4;0
19;12;01;;204.5500030517578;2;3;0
19;12;21;;204.8000030517578;1;3;0
19;12;22;;212.1999969482422;1;4;0
19;12;10;;214.4499969482422;1;4;0
19;12;14;;217.89999389648438;1;4;0
19;12;10;;218.1999969482422;1;4;0
19;12;08;;220.1999969482422;1;4;0
19;12;07;;220.60000610351562;1;3;0
19;12;08;;225.39999389648438;1;4;0
19;12;23;;226.5;1;3;0
19;12;21;;227.10000610351562;1;4;0
19;12;07;;267.5;2;4;0
19;12;18;;270.95001220703125;2;4;0
19;12;08;;282;2;3;0
19;12;09;;282.3999938964844;2;3;0
19;12;13;;296.29998779296875;2;4;0
19;12;03;;300.20001220703125;2;3;0
19;12;07;;308.25;2;4;0
19;12;17;;330.6000061035156;2;4;0
20;12;14;;26.799999237060547;1;4;0
20;12;15;;29.899999618530273;1;4;0
20;12;06;;63.25;1;4;0
20;12;05;;81.44999694824219;1;4;0
20;12;18;;83;1;3;0
20;12;16;;108.69999694824219;1;4;0
20;12;03;;111.9000015258789;1;4;0
20;12;10;;135.89999389648438;1;4;0
20;12;09;;140;1;3;0
20;12;15;;142;1;3;0
20;12;15;;147;1;3;0
20;12;06;;152.5;1;3;0
20;12;03;;157.39999389648438;1;4;0
20;12;17;;160;1;3;0
20;12;22;;163;2;3;0
20;12;18;;165;2;3;0
20;12;19;;165;2;3;0
20;12;18;;165.8000030517578;1;4;0
20;12;23;;167.10000610351562;2;4;0
20;12;23;;167.10000610351562;2;4;0
20;12;14;;168.3000030517578;2;4;0
20;12;23;;169.10000610351562;2;4;0
20;12;06;;169.8000030517578;2;3;0
20;12;15;;173.39999389648438;2;4;0
20;12;04;;180.10000610351562;2;4;0
20;12;12;;180.5;2;3;0
20;12;14;;184.10000610351562;1;3;0
20;12;23;;190.6999969482422;1;3;0
20;12;05;;201;2;3;0
20;12;08;;201;1;3;0
20;12;14;;207.89999389648438;1;4;0
20;12;08;;219;2;3;0
20;12;09;;219;1;4;0
20;12;01;;220.8000030517578;1;3;0
20;12;01;;220.8000030517578;1;3;0
20;12;17;;222.6999969482422;1;3;0
20;12;05;;224.5;2;3;0
20;12;10;;226.1999969482422;1;4;0
20;12;08;;231.1999969482422;1;4;0
20;12;12;;261.3500061035156;2;4;0
20;12;16;;272;2;4;0
20;12;15;;273.79998779296875;2;3;0
20;12;10;;277.1000061035156;2;3;0
20;12;01;;291.3500061035156;2;3;0
20;12;08;;294.8999938964844;2;3;0
20;12;17;;298.5;2;3;0
20;12;13;;306.1000061035156;2;4;0
20;12;00;;312.54998779296875;2;4;0
21;12;18;;11.270000457763672;1;3;0
21;12;18;;27.700000762939453;1;4;0
21;12;03;;30.100000381469727;1;3;0
21;12;15;;38.400001525878906;1;4;0
21;12;02;;59.900001525878906;1;4;0
21;12;00;;71;1;4;0
21;12;18;;87.19999694824219;1;4;0
21;12;11;;88.0999984741211;1;3;0
21;12;22;;99.5999984741211;1;4;0
21;12;18;;102.5;1;4;0
21;12;13;;110.5999984741211;1;3;0
21;12;19;;112;1;4;0
21;12;13;;117.4000015258789;1;3;0
21;12;07;;117.5;1;3;0
21;12;11;;122.0999984741211;1;3;0
21;12;07;;124.4000015258789;1;3;0
21;12;09;;126.5999984741211;1;3;0
21;12;06;;133.60000610351562;1;3;0
21;12;11;;136.3000030517578;1;3;0
21;12;11;;136.8000030517578;1;3;0
21;12;10;;137.3000030517578;1;3;0
21;12;18;;139.10000610351562;1;4;0
21;12;07;;143.10000610351562;1;3;0
21;12;07;;146.10000610351562;1;4;0
21;12;05;;149.10000610351562;1;4;0
21;12;10;;158.6999969482422;1;3;0
21;12;07;;164.1999969482422;2;4;0
21;12;12;;164.60000610351562;2;3;0
21;12;16;;165.10000610351562;1;3;0
21;12;06;;166.0500030517578;1;3;0
21;12;22;;168.60000610351562;2;3;0
21;12;14;;171.1999969482422;2;4;0
21;12;14;;172.8000030517578;2;4;0
21;12;00;;175;2;4;0
21;12;04;;175.1999969482422;2;3;0
21;12;07;;176.14999389648438;1;3;0
21;12;01;;181.35000610351562;2;3;0
21;12;23;;181.89999389648438;2;4;0
21;12;07;;197.3000030517578;2;3;0
21;12;10;;200.10000610351562;2;3;0
21;12;05;;200.8000030517578;2;4;0
21;12;07;;204.10000610351562;1;3;0
21;12;07;;209.3000030517578;1;3;0
21;12;20;;209.75;2;4;0
21;12;18;;217.10000610351562;2;3;0
21;12;06;;219.8000030517578;1;4;0
21;12;09;;222.60000610351562;2;3;0
21;12;22;;224;1;4;0
21;12;19;;225;2;3;0
21;12;03;;225.39999389648438;1;4;0
21;12;03;;225.39999389648438;1;4;0
21;12;21;;225.5500030517578;2;4;0
21;12;14;;225.8000030517578;2;3;0
21;12;16;;230.60000610351562;1;4;0
21;12;12;;231.10000610351562;1;3;0
21;12;20;;258.3999938964844;2;3;0
21;12;07;;258.6000061035156;2;3;0
21;12;19;;283.82000732421875;2;4;0
21;12;18;;295.5;2;3;0
21;12;14;;296.20001220703125;2;4;0
21;12;11;;297.1000061035156;2;3;0
21;12;11;;297.20001220703125;2;3;0
21;12;19;;299;2;3;0
21;12;09;;300.29998779296875;2;3;0
21;12;15;;308.20001220703125;2;3;0
21;12;17;;316;2;3;0
21;12;16;;318.6000061035156;2;4;0
21;12;17;;318.8999938964844;2;3;0
21;12;03;;326.6000061035156;2;3;0
21;12;18;;328.3500061035156;2;3;0
22;12;17;;5.699999809265137;1;3;0
22;12;18;;23.399999618530273;1;3;0
22;12;16;;23.700000762939453;1;3;0
22;12;15;;27.799999237060547;1;3;0
22;12;18;;37;1;4;0
22;12;16;;56.04999923706055;1;3;0
22;12;01;;59.79999923706055;1;4;0
22;12;04;;66.69000244140625;1;3;0
22;12;16;;69.80000305175781;1;3;0
22;12;15;;86.5999984741211;1;4;0
22;12;08;;88.0999984741211;1;3;0
22;12;03;;96.5;1;3;0
22;12;07;;96.5;1;3;0
22;12;08;;97.5;1;3;0
22;12;08;;97.5999984741211;1;3;0
22;12;07;;98;1;3;0
22;12;07;;98.69999694824219;1;3;0
22;12;08;;101.5;1;3;0
22;12;08;;106.80000305175781;1;3;0
22;12;12;;106.9000015258789;1;3;0
22;12;05;;107.19999694824219;1;3;0
22;12;09;;117.4000015258789;1;3;0
22;12;09;;117.5;1;3;0
22;12;09;;155;1;4;0
22;12;23;;156.1999969482422;1;4;0
22;12;05;;173.6999969482422;2;4;0
22;12;13;;176.60000610351562;2;4;0
22;12;10;;181.89999389648438;1;3;0
22;12;09;;181.89999389648438;2;3;0
22;12;16;;185;2;3;0
22;12;17;;185;2;3;0
22;12;18;;185;2;3;0
22;12;14;;185.5;2;3;0
22;12;20;;186.14999389648438;2;4;0
22;12;23;;187.39999389648438;1;3;0
22;12;12;;189;2;4;0
22;12;16;;189;2;3;0
22;12;16;;191;2;3;0
22;12;04;;193.4499969482422;2;3;0
22;12;00;;194.1999969482422;1;4;0
22;12;20;;198;2;3;0
22;12;16;;203.6999969482422;2;4;0
22;12;01;;205.39999389648438;2;4;0
22;12;00;;209.3000030517578;2;4;0
22;12;18;;211;1;4;0
22;12;06;;213.8000030517578;1;3;0
22;12;03;;217.89999389648438;1;3;0
22;12;10;;223.85000610351562;2;3;0
22;12;08;;224;1;4;0
22;12;17;;225.3000030517578;2;3;0
22;12;12;;226.3000030517578;2;3;0
22;12;12;;227.1999969482422;2;3;0
22;12;11;;228.60000610351562;2;3;0
22;12;17;;235.3000030517578;2;3;0
22;12;13;;249.1199951171875;2;3;0
22;12;03;;267.8999938964844;2;4;0
22;12;06;;275;2;3;0
23;12;14;;15.300000190734863;1;4;0
23;12;21;;28.299999237060547;1;3;0
23;12;17;;30.100000381469727;1;3;0
23;12;22;;30.700000762939453;1;4;0
23;12;23;;42.349998474121094;1;3;0
23;12;22;;45.79999923706055;1;4;0
23;12;18;;51.70000076293945;1;4;0
23;12;18;;53.04999923706055;1;3;0
23;12;08;;67.0999984741211;1;4;0
23;12;17;;72.19999694824219;1;3;0
23;12;07;;86.94999694824219;1;4;0
23;12;07;;106;1;4;0
23;12;11;;106.19999694824219;1;4;0
23;12;16;;145.60000610351562;1;3;0
23;12;06;;165.25;2;3;0
23;12;00;;165.3000030517578;2;3;0
23;12;14;;174.3000030517578;2;4;0
23;12;05;;175.3000030517578;2;3;0
23;12;07;;175.60000610351562;1;4;0
23;12;23;;177.39999389648438;2;3;0
23;12;18;;180.60000610351562;2;4;0
23;12;18;;193.10000610351562;2;4;0
23;12;01;;198.89999389648438;1;4;0
23;12;22;;202;1;3;0
23;12;06;;205.1999969482422;1;3;0
23;12;21;;211.5;1;4;0
23;12;15;;218.10000610351562;1;4;0
23;12;08;;218.6999969482422;1;3;0
23;12;15;;218.8000030517578;1;4;0
23;12;22;;220.39999389648438;2;3;0
23;12;13;;221.89999389648438;2;3;0
23;12;06;;222;1;3;0
23;12;17;;222.5;1;3;0
23;12;13;;222.6999969482422;1;4;0
23;12;18;;223.10000610351562;1;4;0
23;12;17;;224.1999969482422;2;3;0
23;12;17;;226.5;2;3;0
23;12;17;;226.5;2;3;0
23;12;16;;228.14999389648438;2;3;0
23;12;00;;230.3000030517578;1;3;0
23;12;09;;231.3000030517578;1;3;0
23;12;16;;239.5;2;3;0
23;12;21;;265.1000061035156;2;3;0
23;12;19;;273.79998779296875;2;4;0
23;12;20;;318.25;2;3;0
24;12;16;;28;1;3;0
24;12;12;;43.29999923706055;1;3;0
24;12;21;;67.0999984741211;1;4;0
24;12;22;;74.80000305175781;1;3;0
24;12;08;;111;1;3;0
24;12;07;;134.1999969482422;1;4;0
24;12;06;;143.1999969482422;1;3;0
24;12;20;;145.85000610351562;1;3;0
24;12;18;;167.1999969482422;2;4;0
24;12;17;;169.5500030517578;2;3;0
24;12;00;;172.39999389648438;2;3;0
24;12;05;;173.89999389648438;2;4;0
24;12;16;;174.60000610351562;2;4;0
24;12;15;;175.39999389648438;2;4;0
24;12;04;;182.25;2;4;0
24;12;08;;193.8000030517578;2;3;0
24;12;01;;207.5;2;3;0
24;12;03;;207.89999389648438;2;3;0
24;12;02;;214.39999389648438;1;4;0
24;12;05;;225.39999389648438;1;4;0
24;12;07;;225.39999389648438;1;3;0
24;12;16;;225.6999969482422;2;3;0
24;12;16;;226.3000030517578;2;4;0
24;12;18;;267.1000061035156;2;4;0
24;12;16;;273.5;2;4;0
24;12;00;;274.1000061035156;2;4;0
24;12;19;;275.6000061035156;2;4;0
24;12;20;;285.6000061035156;2;4;0
24;12;20;;288.6000061035156;2;4;0
24;12;19;;318.1000061035156;2;3;0
25;12;15;;37;1;3;0
25;12;16;;67.5999984741211;1;4;0
25;12;04;;71.69999694824219;1;3;0
25;12;02;;128.64999389648438;1;4;0
25;12;09;;140.6999969482422;1;3;0
25;12;12;;146.3000030517578;1;4;0
25;12;18;;169.8000030517578;2;3;0
25;12;17;;177.5;1;3;0
25;12;21;;180;1;3;0
25;12;13;;184.8000030517578;2;4;0
25;12;23;;189.8000030517578;1;3;0
25;12;16;;204.0500030517578;2;3;0
25;12;21;;205.10000610351562;1;4;0
25;12;17;;219;1;4;0
25;12;16;;226.3000030517578;1;3;0
25;12;22;;238.1999969482422;2;3;0
25;12;19;;248.3000030517578;2;4;0
25;12;19;;265;2;4;0
25;12;21;;275.1300048828125;2;4;0
25;12;01;;308.29998779296875;2;3;0
25;12;15;;324.70001220703125;2;3;0
26;12;13;;98;1;3;1
26;12;15;;108.0999984741211;1;4;0
26;12;19;;112.91000366210938;1;4;0
26;12;08;;114.8499984741211;1;3;0
26;12;13;;116.19999694824219;1;3;0
26;12;13;;116.19999694824219;1;4;0
26;12;11;;116.5999984741211;1;3;0
26;12;16;;117.5999984741211;1;3;1
26;12;21;;144.39999389648438;1;3;0
26;12;17;;145;1;3;0
26;12;11;;159;1;3;0
26;12;21;;164.8000030517578;2;3;0
26;12;14;;166;1;3;0
26;12;04;;167.3000030517578;2;3;0
26;12;18;;178;2;3;0
26;12;09;;180.6999969482422;2;3;0
26;12;06;;183.10000610351562;2;4;0
26;12;00;;189.8000030517578;1;3;0
26;12;20;;201.3000030517578;2;4;0
26;12;07;;212.1999969482422;1;4;0
26;12;14;;227;1;4;0
26;12;18;;263.8599853515625;2;4;1
26;12;16;;310.1000061035156;2;4;1
27;12;15;;61.79999923706055;1;3;0
27;12;15;;117.9000015258789;1;4;0
27;12;06;;146.3000030517578;1;3;0
27;12;08;;148.5;1;3;0
27;12;07;;149.8000030517578;1;3;1
27;12;21;;150.1999969482422;1;4;0
27;12;07;;163.39999389648438;2;4;0
27;12;09;;166;2;4;0
27;12;16;;172.39999389648438;1;3;1
27;12;17;;173.25;2;3;0
27;12;00;;177.3000030517578;2;4;1
27;12;17;;179.25;2;4;0
27;12;08;;179.60000610351562;2;3;0
27;12;19;;196.1999969482422;2;3;0
27;12;22;;199.89999389648438;2;4;0
27;12;00;;210.5;1;3;1
27;12;00;;212;2;3;0
27;12;18;;219.3000030517578;1;3;0
27;12;13;;220.89999389648438;2;3;1
27;12;16;;224.10000610351562;1;4;0
27;12;06;;225.60000610351562;2;3;0
27;12;10;;231.3000030517578;1;4;0
27;12;16;;252.5;2;3;0
27;12;17;;297.6000061035156;2;3;0
27;12;07;;298.70001220703125;2;3;1
27;12;08;;298.70001220703125;2;4;0
27;12;18;;298.70001220703125;2;3;1
27;12;10;;310.6000061035156;2;3;0
27;12;20;;318.70001220703125;2;3;0
28;12;09;;35.75;1;4;0
28;12;14;;86.69999694824219;1;4;0
28;12;14;;86.69999694824219;1;4;0
28;12;17;;94.44999694824219;1;4;0
28;12;14;;108;1;4;0
28;12;12;;113.5999984741211;1;4;0
28;12;07;;116.4000015258789;1;3;0
28;12;07;;117.0999984741211;1;3;0
28;12;08;;118.30000305175781;1;4;1
28;12;11;;119.69999694824219;1;3;0
28;12;13;;122.5;1;4;0
28;12;16;;145.5;1;3;0
28;12;16;;145.5;1;3;0
28;12;08;;159.8000030517578;1;3;0
28;12;20;;161.1999969482422;1;4;0
28;12;08;;161.8000030517578;1;3;0
28;12;07;;168;1;3;0
28;12;05;;168.8000030517578;1;3;1
28;12;01;;172.1999969482422;1;3;0
28;12;15;;182;1;3;1
28;12;00;;199.1999969482422;2;3;0
28;12;00;;207.10000610351562;2;4;0
28;12;22;;208.8000030517578;1;4;0
28;12;17;;213.1999969482422;1;4;1
28;12;18;;218.3000030517578;1;3;0
28;12;19;;218.44000244140625;1;4;0
28;12;23;;219.8000030517578;1;4;0
28;12;16;;225.25;2;4;0
28;12;16;;227.89999389648438;2;3;0
28;12;17;;227.89999389648438;2;3;0
28;12;04;;228.5;1;4;0
28;12;07;;233.1999969482422;2;4;0
28;12;19;;296.6000061035156;2;3;0
28;12;09;;297.8999938964844;2;3;0
28;12;07;;330.6000061035156;2;4;0
29;12;21;;69.4000015258789;1;3;0
29;12;10;;96.5;1;3;0
29;12;00;;102.3499984741211;1;4;0
29;12;07;;144.60000610351562;1;3;0
29;12;08;;145.1999969482422;1;3;0
29;12;03;;151.89999389648438;1;4;0
29;12;12;;163.10000610351562;2;3;0
29;12;03;;169.39999389648438;2;4;0
29;12;04;;171.5;2;4;0
29;12;08;;176.3000030517578;2;4;0
29;12;19;;183.1999969482422;2;4;1
29;12;18;;183.67999267578125;1;3;0
29;12;00;;185.3000030517578;1;3;0
29;12;20;;198.3000030517578;2;4;0
29;12;23;;204.5;1;3;0
29;12;22;;212.5;1;4;0
29;12;21;;215.60000610351562;1;3;0
29;12;22;;216.8000030517578;1;3;0
29;12;07;;221.1999969482422;1;3;0
29;12;14;;266.8999938964844;2;4;0
29;12;15;;298.6000061035156;2;3;0
29;12;15;;298.70001220703125;2;3;0
30;12;16;;18.399999618530273;1;3;0
30;12;21;;34.70000076293945;1;3;1
30;12;02;;40.43000030517578;1;4;0
30;12;06;;42.70000076293945;1;3;0
30;12;07;;86.9000015258789;1;3;0
30;12;20;;87;1;3;0
30;12;12;;143;1;3;0
30;12;07;;165;2;3;1
30;12;09;;167.4499969482422;2;3;1
30;12;15;;182;1;3;1
30;12;21;;182;1;3;0
30;12;22;;183.39999389648438;2;4;1
30;12;22;;187;2;4;0
30;12;11;;207;2;4;1
30;12;07;;207.75;1;3;0
30;12;10;;210.39999389648438;1;3;0
30;12;19;;223;2;3;0
30;12;19;;226;2;3;0
30;12;19;;226.3000030517578;2;3;0
30;12;20;;226.5;2;3;0
30;12;22;;226.89999389648438;2;4;0
30;12;13;;297;2;3;0
30;12;04;;304.8999938964844;2;3;0
30;12;19;;330.239990234375;2;3;0
31;12;07;;37.099998474121094;1;4;0
31;12;20;;54.95000076293945;1;4;0
31;12;06;;80.5999984741211;1;3;0
31;12;15;;104.9000015258789;1;4;0
31;12;17;;116.5;1;3;0
31;12;17;;164.5;2;4;0
31;12;18;;175;2;4;0
31;12;05;;181.3000030517578;2;3;0
31;12;08;;189;2;3;0
31;12;00;;201.6999969482422;1;4;0
31;12;19;;202;1;3;0
31;12;16;;218;1;4;0
31;12;00;;218.6999969482422;1;4;0
31;12;03;;218.89999389648438;2;4;0
31;12;17;;221;2;4;0
31;12;18;;221;1;4;0
31;12;21;;230.19000244140625;2;4;0
31;12;03;;231.39999389648438;1;4;0
31;12;17;;255;2;4;0
31;12;18;;267;2;3;0
01;01;18;;29.200000762939453;1;3;0
01;01;07;;74.19999694824219;1;4;0
01;01;06;;89.5999984741211;1;4;0
01;01;19;;125.44999694824219;1;4;0
01;01;18;;132.1999969482422;1;3;0
01;01;18;;139;1;4;0
01;01;17;;142.60000610351562;1;4;0
01;01;02;;152.39999389648438;1;3;0
01;01;22;;202;1;4;0
01;01;19;;205.35000610351562;1;4;1
01;01;06;;213;1;4;0
01;01;22;;216.8000030517578;1;4;0
01;01;23;;218.6999969482422;1;4;0
01;01;12;;219.5;1;3;0
01;01;07;;222.8000030517578;1;4;0
01;01;05;;224.5;1;3;0
01;01;18;;263.70001220703125;2;4;0
01;01;20;;271.79998779296875;2;3;0
01;01;13;;284.3999938964844;2;4;0
01;01;13;;290.1000061035156;2;4;0
02;01;06;;15.100000381469727;1;3;0
02;01;14;;69;1;4;0
02;01;23;;78.5999984741211;1;4;0
02;01;09;;115.5;1;4;0
02;01;19;;150;1;4;1
02;01;18;;157.9499969482422;1;4;0
02;01;20;;163.39999389648438;2;4;0
02;01;16;;163.89999389648438;2;4;0
02;01;15;;164.10000610351562;2;3;1
02;01;06;;186.1999969482422;2;3;0
02;01;16;;195.60000610351562;2;3;0
02;01;15;;207.10000610351562;2;3;0
02;01;18;;209.75;1;4;0
02;01;06;;212.9499969482422;1;4;1
02;01;12;;223.0500030517578;2;3;0
02;01;01;;223.39999389648438;2;4;0
02;01;00;;226.35000610351562;2;4;0
02;01;15;;229.0500030517578;1;4;0
02;01;19;;236.8000030517578;2;4;0
02;01;16;;285;2;4;1
03;01;01;;18.700000762939453;1;4;1
03;01;22;;33.599998474121094;1;3;0
03;01;08;;86.9000015258789;1;3;0
03;01;12;;86.9000015258789;1;4;0
03;01;15;;104.30000305175781;1;4;0
03;01;17;;104.5999984741211;1;4;0
03;01;15;;105.0999984741211;1;4;0
03;01;16;;105.80000305175781;1;3;0
03;01;16;;109.0999984741211;1;4;0
03;01;15;;118;1;4;0
03;01;03;;133;1;3;0
03;01;15;;133;1;3;1
03;01;18;;148.3300018310547;1;3;0
03;01;17;;155.6199951171875;1;4;0
03;01;04;;164.60000610351562;2;3;1
03;01;05;;167;2;3;0
03;01;20;;167.3000030517578;2;4;0
03;01;11;;175.89999389648438;2;4;0
03;01;09;;189.1999969482422;2;4;0
03;01;23;;198;1;4;1
03;01;10;;199.5;1;4;0
03;01;18;;202.5;1;3;1
03;01;17;;214.6999969482422;1;3;0
03;01;16;;215.1999969482422;1;3;0
03;01;03;;218;1;3;0
03;01;17;;220;1;3;0
03;01;15;;220.3000030517578;2;4;1
03;01;05;;221.1999969482422;2;3;1
03;01;12;;223;2;3;0
03;01;11;;230;1;4;0
03;01;13;;262;2;3;0
03;01;18;;316.04998779296875;2;4;1
04;01;19;;24.200000762939453;1;3;0
04;01;23;;81.80000305175781;1;4;0
04;01;14;;85.5999984741211;1;4;0
04;01;11;;86.9000015258789;1;3;0
04;01;08;;88.5999984741211;1;3;0
04;01;18;;120;1;4;0
04;01;15;;150;1;3;0
04;01;23;;164.3000030517578;2;4;0
04;01;14;;166.10000610351562;1;4;0
04;01;18;;167;2;4;0
04;01;05;;176.14999389648438;2;4;0
04;01;17;;178.8000030517578;2;3;0
04;01;09;;180.3000030517578;1;3;1
04;01;14;;182.8000030517578;2;4;1
04;01;13;;183.60000610351562;2;3;1
