dia;mes;hora;minuto;km;trecho;sentido;acidente_caminhao
06;07;17;;99.9;1;4;0
06;07;17;;147;1;3;0
06;07;19;;147.5;1;3;0
06;07;19;;149;1;3;0
06;07;07;;150;1;4;0
06;07;19;;157;1;4;0
06;07;08;;158;1;4;0
06;07;14;;158.1;1;3;1
06;07;08;;166.4;2;4;0
06;07;09;;177.5;2;4;0
06;07;20;;216.6;1;4;0
06;07;11;;218;1;4;1
06;07;19;;218.2;1;3;1
06;07;18;;219.8;1;3;0
06;07;20;;227;1;3;0
06;07;02;;239.5;2;3;1
06;07;10;;273.3;2;4;0
06;07;00;;276;2;3;0
06;07;17;;296;2;3;1
06;07;15;;302;2;4;1
06;07;15;;306;2;4;1
06;07;06;;313.26;2;3;0
07;07;18;;91.8;1;4;1
07;07;17;;121;1;3;0
07;07;17;;121.7;1;3;1
07;07;18;;121.75;1;3;0
07;07;17;;121.9;1;3;0
07;07;13;;131;1;3;1
07;07;17;;143.6;1;4;0
07;07;08;;146;1;4;1
07;07;09;;168.4;2;4;1
07;07;19;;169.5;2;4;0
07;07;20;;175.3;2;4;1
07;07;18;;181.05;1;3;0
07;07;15;;183.7;1;4;0
07;07;19;;192;2;3;0
07;07;04;;197.6;2;3;1
07;07;05;;197.6;2;4;1
07;07;06;;205;1;4;1
07;07;17;;208;2;4;0
07;07;20;;219;1;3;0
07;07;14;;219.1;1;3;1
07;07;02;;226.3;2;3;1
07;07;06;;228.9;1;3;1
07;07;17;;229;1;3;0
07;07;14;;230.5;2;3;0
07;07;16;;245.3;2;4;0
07;07;10;;245.51;2;4;0
07;07;08;;261.3;2;3;0
07;07;21;;261.95;2;4;0
07;07;07;;285;2;4;0
07;07;21;;299.98;2;3;0
07;07;23;;314.35;2;3;1
08;07;07;;10.8;1;4;1
08;07;23;;25;1;3;0
08;07;12;;104;1;3;0
08;07;17;;108.32;1;3;0
08;07;13;;137;1;4;1
08;07;18;;142.2;1;4;0
08;07;19;;142.4;1;3;0
08;07;17;;148;1;3;0
08;07;15;;150;1;3;1
08;07;13;;163.7;2;4;1
08;07;16;;166.9;2;4;0
08;07;17;;168.9;2;4;1
08;07;19;;169;2;4;0
08;07;14;;170.7;2;4;0
08;07;14;;171.35;2;4;0
08;07;18;;172.75;2;4;1
08;07;19;;172.8;2;3;0
08;07;15;;173.2;2;3;0
08;07;05;;175.6;2;3;1
08;07;07;;178.3;2;3;0
08;07;07;;178.85;2;3;0
08;07;09;;181;2;3;0
08;07;08;;182;1;3;1
08;07;06;;189;2;3;0
08;07;13;;200.15;2;3;0
08;07;06;;204;1;3;1
08;07;04;;205.5;1;3;0
08;07;17;;207;2;4;1
08;07;08;;210.2;1;4;0
08;07;07;;215.8;1;4;0
08;07;18;;218;1;4;0
08;07;19;;219;1;3;0
08;07;17;;220;1;4;0
08;07;22;;223;1;3;0
08;07;09;;225.8;1;3;1
08;07;16;;226.3;1;4;0
08;07;22;;227;1;4;0
08;07;19;;273;2;3;0
08;07;18;;275.85;2;3;0
08;07;10;;293.9;2;3;0
08;07;04;;301.38;2;4;1
08;07;01;;325.5;2;3;1
08;07;17;;328.3;2;3;0
09;07;09;;36.1;1;4;0
09;07;03;;56.6;1;3;0
09;07;09;;87.5;1;3;0
09;07;09;;87.9;1;3;0
09;07;09;;91.2;1;3;0
09;07;20;;95.9;1;3;0
09;07;04;;137.2;1;4;1
09;07;09;;143;1;4;1
09;07;20;;150.9;1;4;1
09;07;20;;151.4;1;4;1
09;07;11;;153;1;3;0
09;07;07;;165;1;3;0
09;07;08;;165;1;4;1
09;07;00;;165.5;2;3;0
09;07;04;;166.2;2;3;0
09;07;16;;166.9;2;4;0
09;07;06;;172.7;2;3;0
09;07;08;;174;2;3;0
09;07;07;;175;2;3;0
09;07;09;;175.4;2;3;1
09;07;08;;179;1;4;1
09;07;04;;180.8;2;4;0
09;07;11;;183.9;2;3;1
09;07;22;;193.8;1;3;0
09;07;22;;205;2;3;0
09;07;11;;209.4;2;4;0
09;07;21;;211.3;1;4;0
09;07;06;;212.9;1;4;0
09;07;12;;223.9;1;3;0
09;07;21;;227.9;1;3;0
09;07;01;;262.6;2;3;1
09;07;19;;308;2;4;0
09;07;20;;314.25;2;4;1
10;07;00;;61;1;3;0
10;07;01;;74.1;1;3;0
10;07;11;;75.4;1;4;0
10;07;16;;104.6;1;4;0
10;07;17;;104.7;1;4;0
10;07;17;;104.8;1;4;0
10;07;18;;106.5;1;4;0
10;07;19;;108;1;4;0
10;07;09;;117.3;1;3;0
10;07;12;;124.8;1;3;0
10;07;09;;135.9;1;3;0
10;07;02;;140.5;1;4;0
10;07;20;;150.5;1;4;0
10;07;19;;166;1;4;0
10;07;17;;168.5;2;4;0
10;07;21;;170.8;2;3;0
10;07;04;;172;2;4;0
10;07;08;;172.7;2;3;0
10;07;20;;172.8;2;4;0
10;07;08;;174.4;2;4;0
10;07;01;;177.2;2;4;0
10;07;18;;179;2;3;0
10;07;02;;179.2;2;3;0
10;07;18;;181.5;2;3;0
10;07;23;;183.3;2;3;0
10;07;13;;190.5;1;4;0
10;07;20;;201;2;3;0
10;07;21;;206.72;1;4;0
10;07;02;;212.5;1;3;0
10;07;07;;213;1;4;0
10;07;18;;213.6;1;4;0
10;07;12;;222.1;1;4;0
10;07;00;;223.9;1;3;0
10;07;22;;251.85;2;3;0
10;07;15;;275.3;2;4;1
10;07;20;;289;2;3;0
10;07;18;;299.9;2;3;0
10;07;14;;315;2;4;1
11;07;00;;77;1;4;0
11;07;23;;108.9;1;3;0
11;07;18;;110.2;1;3;1
11;07;02;;126.95;1;4;1
11;07;07;;145;1;4;0
11;07;09;;146.4;1;3;0
11;07;17;;148;1;3;0
11;07;19;;167.3;2;3;0
11;07;08;;175.5;2;3;1
11;07;17;;176.2;2;3;0
11;07;15;;179.2;2;3;1
11;07;15;;179.25;2;3;1
11;07;16;;180.6;2;3;0
11;07;17;;180.7;2;3;0
11;07;16;;183.7;2;4;0
11;07;19;;184.8;2;4;1
11;07;07;;202.7;2;4;0
11;07;10;;208.5;2;3;0
11;07;08;;219;1;4;0
11;07;11;;221;1;4;1
11;07;19;;225.5;2;4;0
11;07;09;;228;1;4;1
11;07;17;;228.9;1;3;0
11;07;01;;235.9;2;4;1
11;07;17;;265;2;4;0
11;07;15;;298;2;3;0
11;07;17;;304.9;2;4;0
12;07;16;;2;1;3;0
12;07;09;;12;1;3;1
12;07;17;;91;1;4;0
12;07;15;;138.8;1;3;0
12;07;07;;141.7;1;4;1
12;07;06;;142.7;1;4;1
12;07;08;;143.3;1;3;1
12;07;07;;145;1;3;0
12;07;14;;147.555;1;3;0
12;07;02;;165;2;3;0
12;07;21;;165;1;3;1
12;07;09;;165.7;2;3;1
12;07;19;;171;2;4;0
12;07;05;;172.5;2;3;0
12;07;05;;173.1;2;3;1
12;07;11;;175.8;2;4;1
12;07;05;;176;1;3;0
12;07;15;;178.3;2;4;0
12;07;08;;179.8;2;3;1
12;07;08;;183;2;3;1
12;07;16;;183;1;3;0
12;07;08;;204;1;4;1
12;07;07;;212.45;1;4;0
12;07;16;;214;1;4;1
12;07;20;;216.8;1;4;0
12;07;12;;219;1;4;1
12;07;09;;221;1;3;0
12;07;15;;225;1;3;1
12;07;20;;229;1;4;1
12;07;18;;230;1;4;1
12;07;18;;295;2;4;0
12;07;17;;299;2;4;0
13;07;18;;62.4;1;3;0
13;07;09;;92.7;1;4;1
13;07;02;;94.03;1;3;0
13;07;22;;105.5;1;4;0
13;07;07;;145;1;4;1
13;07;07;;147.2;1;3;0
13;07;19;;155;1;4;0
13;07;23;;163.4;2;4;0
13;07;13;;183;2;3;1
13;07;14;;184.1;2;4;1
13;07;23;;184.2;2;3;1
13;07;00;;189.05;1;4;1
13;07;16;;190;2;4;0
13;07;15;;192.1;2;3;0
13;07;12;;204;1;3;1
13;07;17;;207.8;2;4;1
13;07;06;;223.5;2;3;0
13;07;07;;224;1;3;0
13;07;21;;224.4;2;3;1
13;07;14;;226.8;1;4;0
13;07;00;;226.85;1;3;1
13;07;14;;258;2;3;1
13;07;19;;270;2;3;1
13;07;20;;285.1;2;3;0
13;07;19;;285.2;2;3;1
13;07;18;;289.8;2;3;0
13;07;17;;316;2;3;0
14;07;19;;22;1;3;1
14;07;15;;56;1;3;0
14;07;07;;134;1;4;0
14;07;09;;157;1;3;0
14;07;13;;159.4;1;3;1
14;07;14;;159.4;1;4;0
14;07;14;;161;1;3;1
14;07;06;;166.65;2;3;0
14;07;15;;167.8;2;4;0
14;07;16;;172.6;2;4;1
14;07;17;;172.8;2;4;1
14;07;12;;173;2;4;1
14;07;08;;173.6;2;3;1
14;07;15;;174.8;2;3;1
14;07;05;;175;2;3;0
14;07;04;;177.5;2;4;1
14;07;14;;177.7;2;3;1
14;07;18;;179.15;2;3;0
14;07;13;;186;1;4;0
14;07;19;;187.7;1;4;0
14;07;11;;200.7;1;4;0
14;07;07;;201.8;1;4;0
14;07;04;;213;1;3;0
14;07;06;;219;1;3;0
14;07;15;;226;1;3;1
14;07;07;;227;1;4;0
14;07;08;;227;1;4;0
14;07;15;;228;1;3;0
14;07;18;;228.05;1;4;0
14;07;08;;266;2;4;1
14;07;23;;270;2;4;0
14;07;01;;272.35;2;3;1
14;07;18;;295.4;2;4;1
14;07;18;;295.7;2;4;0
14;07;04;;304.77;2;4;1
15;07;21;;22.15;1;3;0
15;07;17;;71.45;1;3;0
15;07;17;;92;1;3;0
15;07;20;;105.3;1;3;0
15;07;23;;112.5;1;3;1
15;07;18;;133.5;1;4;0
15;07;18;;133.5;1;4;0
15;07;17;;134.7;1;4;1
15;07;11;;137;1;4;1
15;07;15;;140;1;4;0
15;07;07;;142;1;3;0
15;07;16;;143.2;1;4;0
15;07;07;;145;1;3;0
15;07;17;;145;1;3;1
15;07;10;;145.1;1;4;1
15;07;07;;145.8;1;3;0
15;07;08;;146.8;1;3;0
15;07;18;;149;1;3;0
15;07;18;;149;1;3;1
15;07;00;;153.9;1;3;1
15;07;01;;155;1;3;1
15;07;02;;155;1;3;0
15;07;11;;156;1;4;0
15;07;06;;160;1;4;1
15;07;06;;168.8;2;3;1
15;07;14;;169.6;2;4;0
15;07;21;;172.8;2;3;1
15;07;15;;173.3;2;4;1
15;07;22;;175.5;2;3;0
15;07;13;;176.67;2;3;1
15;07;04;;178;2;4;0
15;07;04;;178;2;4;0
15;07;11;;180.3;2;3;0
15;07;18;;203.05;2;3;0
15;07;20;;208;1;4;0
15;07;17;;212;1;4;0
15;07;22;;214.4;2;4;0
15;07;14;;218.8;1;4;0
15;07;16;;219;1;4;1
15;07;19;;219.8;1;3;1
15;07;14;;220;1;3;1
15;07;10;;222;1;4;0
15;07;19;;222.4;1;3;0
15;07;11;;225;2;4;1
15;07;19;;227.2;2;3;1
15;07;20;;227.3;1;4;0
15;07;23;;227.5;1;3;0
15;07;12;;228.5;1;3;1
15;07;19;;257;2;4;1
15;07;16;;266;2;4;0
15;07;17;;266;2;4;0
15;07;14;;275.3;2;3;0
15;07;02;;305;2;4;0
15;07;18;;313.32;2;3;1
15;07;10;;315;2;4;0
15;07;10;;319;2;3;1
15;07;03;;325.7;2;3;1
16;07;19;;49.15;1;4;0
16;07;16;;53;1;3;0
16;07;00;;64;1;4;0
16;07;15;;87;1;4;0
16;07;06;;92.2;1;3;0
16;07;13;;93.9;1;3;1
16;07;08;;106.9;1;3;0
16;07;09;;108;1;3;0
16;07;08;;109.3;1;3;0
16;07;10;;109.9;1;3;0
16;07;01;;120;1;4;0
16;07;09;;130.5;1;3;0
16;07;13;;146;1;3;0
16;07;18;;152.3;1;4;0
16;07;05;;158;1;4;0
16;07;09;;165;1;4;0
16;07;20;;166.7;2;4;1
16;07;15;;172.8;2;4;1
16;07;20;;173;1;4;0
16;07;11;;175.4;2;3;0
16;07;23;;175.5;2;4;1
16;07;10;;182.5;1;3;0
16;07;18;;185.2;2;3;0
16;07;23;;191.6;2;3;0
16;07;23;;191.6;2;3;0
16;07;12;;198.3;2;4;1
16;07;04;;204;1;3;1
16;07;16;;210;1;4;0
16;07;22;;214.5;1;4;0
16;07;19;;217.45;2;4;0
16;07;12;;228;1;4;0
16;07;12;;228.8;1;4;0
16;07;06;;263.7;2;4;0
16;07;18;;271.5;2;3;0
16;07;19;;314;2;4;1
16;07;18;;314.45;2;4;0
16;07;20;;319;2;3;1
17;07;08;;15;1;4;0
17;07;04;;55.6;1;3;0
17;07;17;;86;1;3;1
17;07;17;;86.95;1;4;1
17;07;12;;87;1;3;0
17;07;23;;105.1;1;3;1
17;07;18;;111.65;1;4;0
17;07;10;;115.3;1;4;0
17;07;01;;132.9;1;3;0
17;07;07;;137;1;3;0
17;07;16;;143;1;4;0
17;07;19;;147.5;1;3;0
17;07;20;;147.5;1;3;0
17;07;21;;147.6;1;3;0
17;07;16;;154.95;1;3;1
17;07;05;;156;1;4;0
17;07;20;;165.1;2;4;0
17;07;16;;166;2;4;0
17;07;20;;170.5;2;3;0
17;07;18;;173.6;2;3;0
17;07;18;;176.8;2;3;0
17;07;05;;181.9;2;4;0
17;07;01;;190;2;3;0
17;07;01;;192.1;2;4;0
17;07;11;;201.2;2;3;0
17;07;21;;204;1;3;0
17;07;16;;217;1;3;0
17;07;19;;223.2;1;4;0
17;07;02;;239.6;2;3;0
17;07;03;;258.7;2;4;0
17;07;01;;271.4;2;3;0
17;07;20;;304.4;2;4;0
17;07;17;;306;2;3;0
17;07;09;;326;2;3;0
18;07;18;;56.4;1;4;0
18;07;15;;59;1;3;0
18;07;15;;59.3;1;3;0
18;07;21;;59.7;1;3;0
18;07;02;;69.99;1;4;0
18;07;12;;74.56;1;3;0
18;07;01;;110;1;4;1
18;07;06;;139;1;3;1
18;07;18;;147;1;3;0
18;07;18;;148.2;1;3;0
18;07;12;;149;1;3;0
18;07;09;;156;1;3;0
18;07;08;;156.4;1;3;0
18;07;07;;164.6;2;3;1
18;07;06;;164.7;2;3;1
18;07;07;;165.7;2;3;0
18;07;14;;172.9;2;4;1
18;07;19;;174.8;2;3;1
18;07;19;;175.3;2;4;0
18;07;20;;175.5;2;4;0
18;07;05;;176.4;2;3;1
18;07;20;;181.6;2;4;0
18;07;20;;183.7;2;4;1
18;07;18;;183.9;2;4;0
18;07;06;;188.6;2;3;0
18;07;14;;210;1;4;1
18;07;12;;217;1;4;0
18;07;11;;219;1;4;0
18;07;18;;220;1;3;0
18;07;14;;222;1;3;1
18;07;17;;226;2;4;1
18;07;22;;226.4;1;4;0
18;07;17;;227.8;1;3;1
18;07;20;;227.9;1;4;0
18;07;19;;247.4;2;4;0
18;07;13;;287.67;2;3;0
18;07;22;;302.36;2;4;0
19;07;09;;67.7;1;4;1
19;07;02;;71.9;1;4;1
19;07;05;;107;1;3;1
19;07;03;;116.4;1;3;0
19;07;18;;148;1;3;0
19;07;18;;148;1;3;0
19;07;18;;148;1;3;0
19;07;08;;155;1;3;0
19;07;22;;163;2;4;0
19;07;07;;165;2;3;1
19;07;09;;165.2;2;4;1
19;07;07;;165.3;2;3;0
19;07;18;;173.8;2;4;0
19;07;20;;175.3;2;4;1
19;07;18;;175.6;2;4;0
19;07;06;;183;1;4;1
19;07;05;;205.5;1;4;0
19;07;20;;215.2;1;3;0
19;07;15;;220.3;2;4;0
19;07;20;;221;1;3;0
19;07;07;;223.9;2;3;1
19;07;18;;224.05;2;3;1
19;07;05;;224.5;2;3;1
19;07;09;;245.5;2;4;0
19;07;22;;275;2;3;1
20;07;10;;17.2;1;3;0
20;07;10;;20.3;1;3;0
20;07;05;;38.75;1;3;1
20;07;14;;108;1;3;0
20;07;19;;123.53;1;4;1
20;07;15;;138;1;3;0
20;07;15;;142;1;4;0
20;07;17;;142;1;4;0
20;07;04;;147;1;3;1
20;07;17;;147.5;1;3;0
20;07;14;;162;1;4;1
20;07;00;;165;1;3;1
20;07;17;;166.5;2;4;0
20;07;19;;171;2;4;0
20;07;11;;172.8;2;4;1
20;07;14;;173.3;2;4;0
20;07;18;;175.5;2;4;0
20;07;16;;176.58;2;3;0
20;07;18;;182;1;3;0
20;07;18;;183.9;2;3;1
20;07;15;;185.4;2;4;1
20;07;13;;200;1;4;1
20;07;20;;204;1;4;0
20;07;22;;204;1;4;0
20;07;21;;209.7;1;3;1
20;07;21;;209.7;1;4;1
20;07;08;;223;1;4;1
20;07;16;;225.05;2;3;1
20;07;16;;237.05;2;3;1
20;07;08;;292.5;2;4;0
20;07;03;;308.3;2;3;1
20;07;20;;311;2;3;0
20;07;04;;316;2;4;0
21;07;08;;22.8;1;3;1
21;07;21;;45.92;1;4;1
21;07;15;;61;1;3;0
21;07;12;;68;1;4;1
21;07;07;;72;1;3;0
21;07;04;;85.7;1;4;0
21;07;14;;102;1;4;0
21;07;23;;110.95;1;3;0
21;07;11;;119;1;3;0
21;07;21;;130;1;3;1
21;07;07;;144;1;4;0
21;07;18;;148.4;1;3;1
21;07;16;;155.9;1;3;0
21;07;18;;170.2;2;4;0
21;07;11;;172.8;2;4;1
21;07;07;;174.4;2;3;0
21;07;18;;176.25;2;3;1
21;07;19;;176.4;2;3;1
21;07;20;;190.5;2;4;1
21;07;20;;207;2;3;0
21;07;18;;212.5;1;3;0
21;07;19;;212.5;1;3;1
21;07;18;;213.3;1;3;0
21;07;07;;218;1;4;0
21;07;14;;220;1;3;0
21;07;14;;224;2;3;0
21;07;17;;227;1;4;0
21;07;07;;247;2;3;1
21;07;10;;251.1;2;3;1
21;07;17;;255.1;2;3;0
21;07;18;;266;2;4;1
21;07;17;;269;2;3;0
21;07;21;;278;2;3;1
21;07;18;;316;2;4;0
22;07;10;;45;1;4;0
22;07;08;;146.9;1;3;1
22;07;17;;154;1;3;1
22;07;06;;165;1;3;0
22;07;17;;171.5;2;4;0
22;07;13;;172.8;2;4;1
22;07;18;;172.8;2;4;1
22;07;19;;174;2;3;0
22;07;06;;175;2;3;0
22;07;08;;182;1;3;0
22;07;19;;182;1;3;1
22;07;23;;188.8;2;4;0
22;07;21;;196;2;3;0
22;07;18;;208.9;2;3;0
22;07;07;;210.8;1;4;0
22;07;20;;219;1;3;0
22;07;21;;219.2;1;4;0
22;07;20;;224;2;3;0
22;07;21;;227.2;2;3;1
22;07;19;;228;2;3;0
22;07;16;;229.5;1;3;0
22;07;23;;229.7;2;3;0
22;07;15;;230.25;2;3;0
22;07;07;;257.9;2;3;0
22;07;10;;277.5;2;4;1
22;07;12;;285.6;2;4;1
22;07;23;;290;2;4;0
22;07;16;;297.6;2;4;0
22;07;20;;317.34;2;3;0
22;07;19;;318.2;2;3;0
23;07;00;;33.7;1;3;0
23;07;09;;34;1;3;0
23;07;13;;54.5;1;3;1
23;07;19;;57;1;3;0
23;07;16;;71.2;1;3;0
23;07;06;;96.3;1;4;0
23;07;07;;107;1;3;0
23;07;05;;148.6;1;3;1
23;07;05;;155.9;1;4;0
23;07;06;;157;1;4;0
23;07;05;;159.9;1;4;1
23;07;02;;160.8;1;3;1
23;07;15;;162.9;1;3;0
23;07;09;;165;1;3;1
23;07;16;;166.5;2;4;0
23;07;12;;169.9;2;4;0
23;07;20;;171;2;4;0
23;07;18;;171.3;2;3;0
23;07;06;;173.4;2;3;1
23;07;07;;173.6;2;4;0
23;07;20;;174.15;2;3;0
23;07;01;;174.43;2;4;0
23;07;00;;175;2;3;0
23;07;10;;175.6;2;4;1
23;07;03;;179.9;2;4;1
23;07;03;;185;1;3;1
23;07;06;;189;1;4;1
23;07;01;;206.75;1;4;0
23;07;07;;209;2;3;0
23;07;00;;212.7;2;3;0
23;07;08;;214;2;3;0
23;07;08;;214;2;3;0
23;07;10;;214;2;3;0
23;07;10;;214;2;3;0
23;07;23;;218.1;1;3;0
23;07;09;;219;1;3;1
23;07;22;;220;1;4;0
23;07;01;;222.1;2;3;1
23;07;10;;224.7;2;3;0
23;07;09;;228.9;2;4;0
23;07;09;;229.6;2;3;0
23;07;11;;229.65;2;3;0
23;07;14;;229.7;2;3;0
23;07;10;;229.8;2;3;0
23;07;04;;230.6;1;3;1
23;07;00;;238;2;4;1
23;07;01;;239.49;2;3;0
23;07;15;;247.3;2;3;0
23;07;19;;247.4;2;3;1
23;07;18;;265.6;2;4;0
23;07;23;;267;2;3;0
23;07;16;;280.64;2;4;0
23;07;23;;292.6;2;3;0
23;07;04;;315.8;2;3;0
23;07;23;;318.05;2;3;0
24;07;06;;5;1;4;0
24;07;04;;38.95;1;3;0
24;07;02;;48.45;1;3;0
24;07;05;;54.1;1;4;0
24;07;12;;68.8;1;3;0
24;07;20;;72;1;4;1
24;07;15;;87.4;1;4;0
24;07;15;;96;1;3;1
24;07;16;;104.3;1;4;0
24;07;16;;108.5;1;4;0
24;07;01;;128.5;1;4;0
24;07;16;;130;1;4;0
24;07;05;;152.3;1;3;0
24;07;18;;155;1;4;0
24;07;17;;155.6;1;4;0
24;07;10;;159;1;3;1
24;07;15;;176.5;2;4;0
24;07;18;;179.8;1;4;0
24;07;00;;186;2;4;0
24;07;06;;196.9;2;3;0
24;07;13;;201;1;4;0
24;07;19;;205.5;1;4;0
24;07;15;;209.8;1;4;1
24;07;17;;210.5;1;3;1
24;07;15;;210.9;1;4;0
24;07;18;;211;1;3;0
24;07;23;;212.5;1;4;0
24;07;19;;217;1;4;0
24;07;21;;219;1;3;0
24;07;04;;219.8;1;4;0
24;07;19;;224;1;4;0
24;07;18;;224.7;1;4;0
24;07;19;;227.9;1;3;1
24;07;06;;248.3;2;3;0
24;07;04;;261.3;2;4;0
24;07;02;;315.5;2;4;1
25;07;04;;95.75;1;4;1
25;07;02;;121.5;1;4;1
25;07;06;;143.8;1;3;0
25;07;14;;144.5;1;4;1
25;07;14;;146.7;1;4;1
25;07;18;;147.4;1;3;0
25;07;10;;165;1;3;1
25;07;19;;172.8;2;4;1
25;07;15;;174.5;2;3;1
25;07;21;;181.8;2;3;0
25;07;14;;190;2;3;0
25;07;21;;207;2;3;1
25;07;06;;210;1;4;1
25;07;04;;211.1;1;3;0
25;07;20;;212;1;3;1
25;07;17;;218;1;3;1
25;07;19;;218.5;1;3;1
25;07;22;;220.6;1;3;0
25;07;17;;225.5;1;4;1
25;07;22;;226.2;1;4;0
25;07;16;;231;1;4;0
25;07;03;;263;2;4;0
25;07;08;;303.64;2;4;1
25;07;00;;306.6;2;3;0
25;07;04;;309.2;2;3;0
26;07;04;;130.08;1;3;1
26;07;21;;158;1;4;0
26;07;13;;160;1;3;0
26;07;10;;165.2;2;3;1
26;07;19;;170.7;2;4;0
26;07;16;;171.3;2;4;1
26;07;19;;172.8;2;4;1
26;07;12;;173.9;2;4;1
26;07;05;;174;2;3;1
26;07;10;;180;2;3;0
26;07;13;;184.7;2;3;1
26;07;14;;184.7;2;4;0
26;07;07;;186;1;3;0
26;07;03;;189.2;2;4;0
26;07;15;;190;2;3;0
26;07;06;;193.9;2;3;1
26;07;20;;197.6;1;3;0
26;07;16;;208;2;3;1
26;07;08;;210.8;1;4;1
26;07;13;;217;1;3;0
26;07;17;;219;1;3;0
26;07;10;;224.4;1;3;1
26;07;21;;226.6;1;4;0
26;07;16;;241.1;2;4;1
26;07;20;;243;2;3;0
26;07;07;;252.8;2;3;0
26;07;18;;266.4;2;4;1
26;07;00;;278.4;2;4;0
26;07;13;;279.5;2;4;0
26;07;00;;286.1;2;4;0
26;07;18;;300.6;2;4;1
26;07;22;;319;2;4;1
27;07;17;;0.4;1;4;1
27;07;17;;39;1;3;0
27;07;21;;72.5;1;3;1
27;07;12;;98.8;1;3;1
27;07;16;;104.1;1;3;0
27;07;10;;106.2;1;3;0
27;07;19;;125;1;4;1
27;07;17;;157;1;3;0
27;07;16;;161;1;3;1
27;07;03;;167.7;1;3;1
27;07;17;;171;2;4;0
27;07;13;;173;2;4;0
27;07;05;;173;1;4;0
27;07;05;;175;2;3;0
27;07;19;;175.7;2;4;0
27;07;04;;178.6;2;4;0
27;07;22;;182.3;2;4;0
27;07;03;;191;2;4;0
27;07;14;;209.01;2;4;0
27;07;07;;210.7;1;3;0
27;07;10;;219;1;3;1
27;07;16;;219;1;3;0
27;07;17;;219;1;3;0
27;07;20;;221;1;3;1
27;07;18;;221.4;1;4;0
27;07;22;;224.5;2;3;0
27;07;08;;228.15;2;3;1
27;07;11;;228.15;2;3;0
27;07;15;;235;2;3;0
27;07;01;;264.55;2;3;1
27;07;20;;265;2;4;1
27;07;18;;265.2;2;4;1
27;07;14;;268;2;3;0
27;07;18;;275;2;3;1
27;07;18;;275;2;3;1
28;07;18;;23.8;1;4;1
28;07;06;;88;1;4;1
28;07;03;;98.8;1;3;1
28;07;23;;124.5;1;3;1
28;07;13;;130;1;3;0
28;07;10;;137.3;1;4;1
28;07;10;;142;1;4;0
28;07;09;;143;1;4;1
28;07;07;;158;1;3;1
28;07;07;;159;1;3;1
28;07;09;;163.4;2;3;1
28;07;14;;168.3;2;4;1
28;07;16;;171;2;4;0
28;07;12;;173;2;4;1
28;07;15;;175.6;2;3;1
28;07;23;;180.4;2;4;0
28;07;17;;180.7;2;3;0
28;07;15;;181.8;2;3;0
28;07;09;;183.3;1;4;1
28;07;17;;184;1;3;0
28;07;01;;189.75;2;4;1
28;07;00;;202;2;3;0
28;07;06;;204;1;3;1
28;07;07;;210;1;4;0
28;07;17;;215.3;2;3;0
28;07;20;;217;2;3;0
28;07;09;;220;1;3;0
28;07;08;;220.2;1;3;0
28;07;06;;222;1;3;0
28;07;07;;222;1;3;1
28;07;08;;223;1;3;1
28;07;09;;227;1;3;0
28;07;20;;227.8;1;3;1
28;07;09;;230;1;4;1
28;07;11;;245;2;3;1
28;07;15;;280.4;2;4;1
29;07;23;;11.5;1;3;1
29;07;17;;53;1;4;0
29;07;19;;59.4;1;4;0
29;07;15;;103.68;1;3;0
29;07;08;;126.9;1;4;1
29;07;08;;142;1;3;0
29;07;17;;144.4;1;3;0
29;07;23;;149;1;4;0
29;07;17;;151.1;1;3;0
29;07;18;;160;1;3;1
29;07;07;;165;1;3;1
29;07;05;;167;2;4;0
29;07;15;;167.4;2;3;0
29;07;20;;167.6;2;4;1
29;07;13;;168.4;2;4;0
29;07;18;;171.9;2;4;0
29;07;13;;173;2;3;0
29;07;02;;174;2;4;0
29;07;21;;178.6;2;4;0
29;07;07;;179.7;2;4;1
29;07;13;;182;1;3;1
29;07;23;;193.5;2;4;0
29;07;23;;193.8;2;4;0
29;07;23;;193.8;2;4;0
29;07;13;;202.7;2;4;0
29;07;21;;215;1;3;0
29;07;08;;216;1;4;0
29;07;20;;220.3;1;4;1
29;07;23;;223;1;3;0
29;07;10;;224.1;2;4;0
29;07;06;;227;1;3;0
29;07;20;;227;1;3;1
29;07;15;;244.95;2;3;0
29;07;04;;257;2;3;0
29;07;20;;282.83;2;3;0
29;07;10;;291.8;2;4;1
29;07;17;;308.6;2;4;0
29;07;10;;316.7;2;4;1
29;07;21;;317.1;2;3;0
30;07;14;;6.9;1;3;0
30;07;10;;69.5;1;3;1
30;07;11;;69.5;1;3;1
30;07;00;;127.1;1;4;1
30;07;11;;130;1;3;0
30;07;17;;145.36;1;3;0
30;07;16;;149;1;4;1
30;07;21;;161.5;1;4;1
30;07;08;;163.1;2;4;1
30;07;08;;163.1;2;4;0
30;07;16;;166.5;2;4;0
30;07;12;;168;2;3;0
30;07;17;;168.2;2;4;0
30;07;11;;173;2;4;1
30;07;18;;174.15;2;3;0
30;07;09;;175.7;2;4;0
30;07;22;;176.85;2;3;0
30;07;06;;184.6;2;4;0
30;07;18;;211;1;3;0
30;07;13;;214.7;1;3;0
30;07;08;;216.8;1;4;0
30;07;08;;218.1;1;4;0
30;07;20;;218.1;1;3;0
30;07;20;;221;1;4;0
30;07;07;;223;1;4;0
30;07;20;;223;1;3;0
30;07;22;;223;1;3;0
30;07;07;;227;2;3;0
