data;horario;n_da_ocorrencia;tipo_de_ocorrencia;km;trecho;sentido;tipo_de_acidente;caminhao;ilesos;levemente_feridos;moderadamente_feridos;gravemente_feridos;mortos;3
07/07/2020;10:05:00;20;sem vítima;332;BR-101/RJ;Norte;Engavetamento;4;9;0;0;0;0;1
09/07/2020;10:11:00;34;sem vítima;323;BR-101/RJ;Norte;Colisão - Traseira;1;2;0;0;0;0;1
12/07/2020;09:37:00;26;com vítima;327,5;BR-101/RJ;Norte;Colisão - Traseira;1;0;4;0;0;0;1
13/07/2020;18:14:00;67;com vítima;334;BR-101/RJ;Norte;Colisão - Lateral;1;1;1;0;0;0;1
17/07/2020;17:59:00;86;sem vítima;331,5;BR-101/RJ;Sul;Choque veículo parado na pista;1;2;0;0;0;0;1
22/07/2020;10:42:00;30;com vítima;322;BR-101/RJ;Norte;Colisão - Lateral;1;1;1;0;0;0;1
30/07/2020;17:57:00;87;sem vítima;326;BR-101/RJ;Norte;Colisão - Traseira;2;2;0;0;0;0;1
04/03/2020;13:38:00;57;sem vítima;334;BR-101/RJ;Norte;Colisão - Lateral;1;1;0;0;0;0;1
10/03/2020;01:35:00;10;com vítima;322,3;BR-101/RJ;Sul;Colisão - Lateral;1;0;2;0;0;0;1
18/03/2020;01:43:00;5;sem vítima;322,3;BR-101/RJ;Norte;Choque Praça;2;1;0;0;0;0;1
21/03/2020;13:57:00;37;sem vítima;322,3;BR-101/RJ;Norte;Choque Praça;1;1;0;0;0;0;1
26/03/2020;17:13:00;49;sem vítima;326,4;BR-101/RJ;Sul;Choque veículo parado na pista;1;2;0;0;0;0;1
03/08/2020;09:36:00;28;AC03 - Acidente sem VITIMA;323,5;Cajú;Norte;Engavetamento;1;3;0;0;0;0;1
06/08/2020;17:54:00;88;AC03 - Acidente sem VITIMA;334;Emergência I;Norte;Colisão - Lateral;1;2;0;0;0;0;1
07/08/2020;19:31:00;96;AC02 - Acidente com VITIMA;331,8;Curvão;Sul;Colisão - Traseira;1;0;2;0;0;0;1
15/08/2020;12:24:00;73;AC03 - Acidente sem VITIMA;326,5;Vão Central;Norte;Colisão - Lateral;1;2;0;0;0;0;1
18/08/2020;20:48:00;78;AC03 - Acidente sem VITIMA;322,3;Acessos Niterói;Norte;Colisão - Traseira;2;2;0;0;0;0;1
24/08/2020;05:45:00;6;AC02 - Acidente com VITIMA;321;Acessos Niterói;Sul;Colisão - Lateral;2;1;1;0;0;0;1
25/08/2020;14:07:00;60;AC02 - Acidente com VITIMA;328,5;Descida do Vão Central;Sul;Capotamento;1;1;0;2;0;0;2
02/09/2020;07:07:00;17;AC02 - Acidente com VITIMA;333,5;Emergência I;Sul;Colisão - Traseira;2;1;1;0;0;0;1
02/09/2020;08:14:00;22;AC03 - Acidente sem VITIMA;333,1;Emergência I;Norte;Colisão - Lateral;2;2;0;0;0;0;1
02/09/2020;17:41:00;78;AC02 - Acidente com VITIMA;321;Acessos Niterói;Norte;Colisão - Lateral;1;1;1;0;0;0;1
10/09/2020;20:07:00;92;AC03 - Acidente sem VITIMA;321;Acessos Niterói;Norte;Colisão - Lateral;1;2;0;0;0;0;1
16/09/2020;16:41:00;74;AC02 - Acidente com VITIMA;334;Emergência I;Norte;Colisão - Lateral;1;0;1;0;0;0;1
18/09/2020;07:39:00;31;AC02 - Acidente com VITIMA;324;Cajú;Norte;Capotamento;1;1;1;0;0;0;1
