data;horario;n_da_ocorrencia;tipo_de_ocorrencia;km;trecho;sentido;tipo_de_acidente;caminhao;ilesos;levemente_feridos;moderadamente_feridos;gravemente_feridos;mortos;3
12/09/2010;12:31:00;48;sem vítima;76,5999984741211;BR-153/SP;Sul;Saída de Pista;1;4;;;;;1
13/09/2010;21:35:00;88;com vítima;7;BR-153/SP;Norte;Colisão Transversal;1;1;;;1;;2
13/09/2010;12:21:00;49;sem vítima;273,79998779296875;BR-153/SP;Sul;Colisão Lateral;2;2;;;;;1
16/09/2010;21:58:00;98;sem vítima;62;BR-153/SP;Sul;Colisão Traseira;1;2;;;;;1
16/09/2010;07:03:00;16;sem vítima;75,80000305175781;BR-153/SP;Norte;Colisão Lateral;1;2;;;;;1
16/09/2010;10:38:00;45;sem vítima;95,9000015258789;BR-153/SP;Norte;Outros;1;2;;;;;1
20/09/2010;20:32:00;74;com vítima;108;BR-153/SP;Sul;Colisão Lateral;1;1;;1;;;2
21/09/2010;16:14:00;66;sem vítima;35;BR-153/SP;Norte;Colisão Traseira;1;2;;;;;1
22/09/2010;17:54:00;75;sem vítima;58;BR-153/SP;Norte;Colisão Lateral;1;2;;;;;1
23/09/2010;17:59:00;93;sem vítima;227;BR-153/SP;Norte;Colisão Traseira;1;3;;;;;1
30/09/2010;18:27:00;64;com vítima;54,20000076293945;BR-153/SP;Norte;Saída de Pista;1;1;2;;;;1
30/09/2010;19:29:00;68;sem vítima;64,5;BR-153/SP;Norte;Colisão Lateral;2;2;;;;;1
01/10/2010;08:26:00;28;com vítima;49,5;BR-153/SP;Sul;Colisão Traseira;1;2;1;;;;1
02/10/2010;12:17:00;40;sem vítima;42;BR-153/SP;Norte;Choque contra objeto na faixa de rolamento;1;2;;;;;1
02/10/2010;04:36:00;7;sem vítima;150;BR-153/SP;Norte;Capotamento;1;1;;;;;1
02/10/2010;06:37:00;13;sem vítima;211;BR-153/SP;Norte;Saída de Pista;1;1;;;;;1
02/10/2010;17:50:00;62;com vítima;261,6000061035156;BR-153/SP;Sul;Colisão Lateral;1;2;1;;;;1
04/10/2010;06:13:00;14;sem vítima;266,3999938964844;BR-153/SP;Sul;Colisão com Objeto Fixo;1;1;;;;;1
05/10/2010;09:59:00;42;sem vítima;29,799999237060547;BR-153/SP;Sul;Colisão Lateral;2;2;;;;;1
07/10/2010;18:12:00;96;sem vítima;21,5;BR-153/SP;Norte;Colisão com Objeto Fixo;1;1;;;;;1
07/10/2010;12:13:00;58;sem vítima;69;BR-153/SP;Norte;Colisão Traseira;1;3;;;;;1
09/10/2010;20:37:00;95;com vítima;94,30000305175781;BR-153/SP;Norte;Colisão Lateral;1;1;;1;;;2
11/10/2010;18:45:00;71;sem vítima;268,1000061035156;BR-153/SP;Norte;Colisão Traseira;1;2;;;;;1
13/10/2010;12:31:00;39;sem vítima;16,5;BR-153/SP;Norte;Saída de Pista;1;1;;;;;1
14/10/2010;16:22:00;69;sem vítima;61;BR-153/SP;Norte;Colisão Lateral;1;2;;;;;1
15/10/2010;17:36:00;72;sem vítima;314,1000061035156;BR-153/SP;Sul;Colisão Traseira;2;3;;;;;1
17/10/2010;05:56:00;14;com vítima;60;BR-153/SP;Norte;Colisão Traseira;1;1;1;;;;1
17/10/2010;08:06:00;27;com vítima;72,5;BR-153/SP;Norte;Colisão Frontal;1;2;;;;2;3
17/10/2010;08:10:00;28;com vítima;129;BR-153/SP;Norte;Colisão Frontal;2;0;3;1;;1;3
19/10/2010;15:44:00;42;com vítima;87,69999694824219;BR-153/SP;Sul;Saída de Pista;1;0;1;;;;1
21/10/2010;15:47:00;71;sem vítima;35;BR-153/SP;Norte;Colisão Traseira;1;2;;;;;1
22/10/2010;07:07:00;17;com vítima;0,6000000238418579;BR-153/SP;Sul;Colisão Transversal;1;1;1;;;;1
22/10/2010;09:57:00;28;sem vítima;74;BR-153/SP;Sul;Colisão Lateral;1;2;;;;;1
25/10/2010;22:21:00;94;com vítima;161;BR-153/SP;Norte;Tombamento;2;1;1;;;1;3
26/10/2010;05:44:00;12;sem vítima;91;BR-153/SP;Norte;Colisão Traseira;2;4;;;;;1
27/10/2010;08:57:00;21;com vítima;10;BR-153/SP;Norte;Colisão Traseira;2;1;;1;;;2
27/10/2010;11:25:00;34;sem vítima;21,799999237060547;BR-153/SP;Norte;Colisão Lateral;2;2;;;;;1
29/10/2010;01:38:00;6;sem vítima;184;BR-153/SP;Norte;Colisão Traseira;1;2;;;;;1
30/10/2010;22:06:00;93;sem vítima;275,29998779296875;BR-153/SP;Sul;Tombamento;1;1;;;;;1
31/10/2010;20:12:00;67;sem vítima;272;BR-153/SP;Norte;Saída de Pista;1;1;;;;;1
31/10/2010;14:07:00;42;sem vítima;284,79998779296875;BR-153/SP;Norte;Saída de Pista;1;1;;;;;1
02/11/2010;11:00:00;44;sem vítima;114;BR-153/SP;Sul;Colisão Lateral;1;4;;;;;1
02/11/2010;15:43:00;53;com vítima;230;BR-153/SP;Sul;Colisão Transversal;1;4;;;;1;3
03/11/2010;22:15:00;103;sem vítima;137,5;BR-153/SP;Sul;Colisão Lateral;2;3;;;;;1
04/11/2010;20:10:00;86;com vítima;60,29999923706055;BR-153/SP;Norte;Colisão Lateral;1;1;1;;;;1
08/11/2010;14:57:00;50;com vítima;217,1999969482422;BR-153/SP;Norte;Colisão Transversal;1;1;;;;1;3
09/11/2010;14:56:00;57;com vítima;71,69999694824219;BR-153/SP;Norte;Colisão Frontal;1;0;2;;;2;3
09/11/2010;22:30:00;91;com vítima;82;BR-153/SP;Norte;Colisão Lateral;1;2;1;;;1;3
09/11/2010;22:19:00;90;sem vítima;82,9000015258789;BR-153/SP;Norte;Saída de Pista;1;1;;;;;1
09/11/2010;22:15:00;89;com vítima;83;BR-153/SP;Norte;Saída de Pista;1;1;1;;;;1
12/11/2010;10:21:00;34;com vítima;274,29998779296875;BR-153/SP;Norte;Colisão Lateral;1;1;;;1;;2
