data;horario;n_da_ocorrencia;tipo_de_ocorrencia;km;trecho;sentido;tipo_de_acidente;caminhao;ilesos;levemente_feridos;moderadamente_feridos;gravemente_feridos;mortos;3
17/06/2021;15:36:40;212;ac02 - Acidente com vítima;707,38;BR-365/MG;Oeste;Colisão Traseira;1;16;;1;;;2
19/06/2021;05:25:28;33;ac03 - Acidente com vítima ilesa;49,6;BR-364/GO;Leste;Atropelamento de Animal;1;2;;;;;1
20/06/2021;19:53:22;237;ac02 - Acidente com vítima;9,4;BR-364/GO;Leste;Colisão Frontal;1;1;;;1;;2
23/06/2021;09:28:11;105;ac03 - Acidente com vítima ilesa;681;BR-365/MG;Leste;Colisão Traseira;1;3;;;;;1
23/06/2021;14:37:01;228;ac02 - Acidente com vítima;753;BR-365/MG;Leste;Colisão Traseira;1;1;1;;;;1
27/06/2021;02:57:39;11;ac02 - Acidente com vítima;649;BR-365/MG;Oeste;Tombamento;1;0;2;;;;1
02/07/2021;16:22:21;265;ac03 - Acidente com vítima ilesa;182;BR-364/GO;Oeste;Colisão Traseira;1;1;;;;;1
09/07/2021;03:31:20;11;ac03 - Acidente com vítima ilesa;706;BR-365/MG;Oeste;Colisão Transversal;2;2;;;;;1
12/07/2021;20:20:13;331;ac03 - Acidente com vítima ilesa;730,5;BR-365/MG;Oeste;Tombamento;1;1;;;;;1
13/07/2021;13:33:40;171;ac03 - Acidente com vítima ilesa;786,8;BR-365/MG;Leste;Colisão Traseira;2;3;;;;;1
15/07/2021;00:18:43;3;ac03 - Acidente com vítima ilesa;687;BR-365/MG;Oeste;Choque - Defensa metálica;1;1;;;;;1
16/07/2021;12:39:59;199;ac03 - Acidente com vítima ilesa;785,5;BR-365/MG;Leste;Colisão lateral no mesmo sentido;1;2;;;;;1
16/07/2021;13:08:36;212;ac02 - Acidente com vítima;660,05;BR-365/MG;Oeste;Choque - Sinalização;1;0;1;;;;1
17/07/2021;18:43:41;308;ac02 - Acidente com vítima;767,9;BR-365/MG;Oeste;Colisão Transversal;1;1;;1;;;2
20/07/2021;17:20:06;256;ac01 - Acidente com vitima fatal;116,3;BR-364/GO;Leste;Colisão Frontal;1;1;;;;1;3
21/07/2021;12:29:36;170;ac02 - Acidente com vítima;647;BR-365/MG;Oeste;Colisão lateral no mesmo sentido;2;1;1;;;;1
23/07/2021;19:51:41;316;ac03 - Acidente com vítima ilesa;6;BR-364/GO;Oeste;Choque - Sinalização;1;1;;;;;1
25/07/2021;15:42:00;166;ac03 - Acidente com vítima ilesa;93,12;BR-364/GO;Leste;Colisão Traseira;2;2;;;;;1
27/07/2021;09:36:50;121;ac03 - Acidente com vítima ilesa;784,2;BR-365/MG;Leste;Tombamento;1;1;;;;;1
27/07/2021;19:21:29;290;ac01 - Acidente com vitima fatal;78;BR-364/GO;Leste;Colisão Frontal;1;2;;;1;1;3
29/07/2021;23:21:32;330;ac02 - Acidente com vítima;643;BR-365/MG;Oeste;Colisão Traseira;1;1;1;;;;1
02/08/2021;03:07:25;14;ac03 - Acidente com vítima ilesa;753,5;BR-365/MG;Leste;Choque - Defensa metálica;1;2;;;;;1
03/08/2021;16:33:52;210;ac03 - Acidente com vítima ilesa;706;BR-365/MG;Leste;Colisão lateral no mesmo sentido;1;4;;;;;1
04/08/2021;07:55:08;79;ac03 - Acidente com vítima ilesa;160,1;BR-364/GO;Leste;Colisão Traseira;1;2;;;;;1
04/08/2021;11:57:24;160;ac02 - Acidente com vítima;53,59;BR-364/GO;Leste;Colisão lateral no mesmo sentido;1;0;;1;;;2
05/08/2021;07:28:47;50;ac02 - Acidente com vítima;685,75;BR-365/MG;Leste;Tombamento;1;0;1;;;;1
05/08/2021;07:43:05;53;ac02 - Acidente com vítima;626,7;BR-365/MG;Leste;Colisão lateral no mesmo sentido;1;2;1;;;;1
06/08/2021;00:14:11;2;ac02 - Acidente com vítima;27,5;BR-364/GO;Oeste;Colisão lateral no sentido contrário;1;0;1;;;;1
06/08/2021;18:42:18;286;ac01 - Acidente com vitima fatal;793,8;BR-365/MG;Leste;Colisão Traseira;1;2;;;;2;3
11/08/2021;05:22:43;33;ac03 - Acidente com vítima ilesa;634;BR-365/MG;Leste;Colisão lateral no mesmo sentido;2;2;;;;;1
12/08/2021;02:29:35;14;ac02 - Acidente com vítima;706;BR-365/MG;Leste;Tombamento;1;0;2;;;;1
14/08/2021;23:48:19;350;ac03 - Acidente com vítima ilesa;129,5;BR-364/GO;Oeste;Atropelamento de Animal;1;1;;;;;1
23/08/2021;14:49:58;211;ac02 - Acidente com vítima;870;BR-365/MG;Leste;Colisão Frontal;2;1;1;;;;1
30/08/2021;09:14:33;80;ac03 - Acidente com vítima ilesa;704,4;BR-365/MG;Leste;Colisão Traseira;1;3;;;;;1
