id_acidente_tip;dia;mes;qt_acidentes;id_risco
37;3;9;1;2
13;19;11;1;1
13;21;11;1;1
28;9;3;1;1
24;15;4;1;1
28;16;6;2;1
30;6;7;1;1
29;3;10;1;1
19;15;11;1;2
24;22;12;1;2
24;23;10;1;1
24;30;10;1;2
13;5;12;2;1
11;27;1;1;1
13;18;9;1;1
13;14;11;1;1
13;8;2;1;1
13;10;8;1;1
24;9;11;1;1
30;3;12;1;2
13;13;1;1;1
11;25;1;1;1
13;9;6;1;1
30;28;8;1;1
30;21;10;1;1
30;14;2;1;1
13;18;9;1;1
11;30;10;1;1
24;22;2;1;1
24;23;6;1;1
43;25;8;1;2
11;23;12;1;2
19;11;1;1;2
24;28;1;1;2
13;4;3;1;1
19;4;6;1;1
30;20;9;1;2
11;25;1;2;1
13;26;1;2;1
19;19;3;1;1
24;21;5;1;1
13;7;7;1;1
13;11;7;1;1
24;16;7;1;1
30;3;8;1;1
19;30;10;1;1
13;13;12;1;1
13;11;1;1;1
13;17;1;1;1
13;22;1;1;1
29;26;4;1;1
13;1;6;1;1
30;4;8;1;1
13;19;8;1;1
13;28;10;2;1
24;28;12;1;1
24;1;1;1;1
13;3;1;1;1
13;21;1;1;2
30;26;5;1;1
24;4;12;1;1
24;30;1;1;1
24;4;2;1;1
24;2;3;1;1
13;10;3;1;1
30;18;3;1;1
31;2;4;1;1
30;11;4;1;1
24;13;7;1;1
11;10;9;2;1
13;5;10;1;1
30;31;10;1;1
13;8;2;1;1
13;15;9;2;1
29;27;10;1;1
13;29;5;1;1
24;12;6;1;1
24;10;10;1;1
13;14;11;2;1
13;4;10;1;1
40;17;10;1;2
24;23;11;1;2
30;13;9;1;1
32;12;3;1;1
18;16;9;1;1
13;10;10;1;1
13;19;10;1;2
24;23;1;1;1
11;12;2;2;2
24;27;2;1;1
24;17;4;1;1
24;28;6;1;1
47;26;10;1;1
24;4;3;1;1
13;4;3;2;1
28;27;8;1;1
24;10;9;1;1
13;30;10;2;1
24;13;3;1;2
24;2;4;1;1
13;27;5;1;1
11;12;6;2;1
24;22;6;1;1
24;20;8;1;1
24;4;9;1;1
13;22;10;1;1
24;15;11;1;1
24;10;12;1;1
24;1;2;1;1
11;2;3;1;1
13;24;4;1;1
24;23;5;1;1
24;25;5;1;1
11;13;11;1;1
13;26;11;1;1
24;12;2;1;2
28;24;2;1;1
24;21;5;1;1
13;11;7;1;1
24;18;7;1;2
24;1;9;1;1
24;24;9;1;1
11;10;10;1;1
24;4;12;1;1
13;20;2;1;1
24;16;6;1;1
24;20;9;1;1
24;7;10;1;1
24;16;10;1;1
24;11;11;1;1
30;23;11;1;1
13;23;5;1;2
11;10;8;2;1
13;1;9;2;1
24;7;10;1;1
13;7;2;2;1
13;17;12;1;1
11;28;2;1;1
24;7;3;1;1
13;24;12;1;1
11;19;2;2;1
24;12;8;1;1
31;17;8;1;3
13;30;12;1;1
24;17;3;1;1
24;17;8;1;1
13;14;1;1;1
13;2;8;1;1
13;26;10;1;1
13;29;11;2;1
13;23;12;1;1
24;11;9;1;1
13;14;11;1;1
24;13;12;1;1
13;13;12;1;1
24;15;12;1;1
24;22;12;1;1
52;28;1;1;1
30;5;6;1;1
13;20;7;2;1
24;10;10;1;1
24;17;3;1;2
30;5;7;1;1
24;1;8;1;1
13;19;9;1;1
11;24;9;1;1
24;7;10;1;1
13;22;10;1;1
13;21;11;1;1
11;29;11;1;1
24;12;12;1;1
24;5;2;1;1
13;12;2;1;1
24;28;3;1;1
13;8;5;1;1
13;10;7;1;1
24;25;8;1;1
11;25;8;1;1
11;12;9;1;1
11;23;9;1;1
13;23;6;1;1
24;29;6;1;1
24;11;9;1;1
13;16;12;1;1
19;16;12;1;2
13;4;3;2;1
24;5;4;1;1
24;8;10;1;1
11;26;10;1;1
13;13;11;1;1
24;23;8;1;1
24;24;8;1;1
24;9;2;1;1
19;7;3;2;1
30;22;6;1;1
24;26;7;1;1
24;2;8;1;1
24;19;8;1;2
24;12;9;1;1
13;21;9;1;1
11;1;10;2;1
24;29;11;1;1
24;22;12;1;1
24;19;1;1;1
30;29;1;2;1
24;15;5;1;1
24;18;7;1;1
13;1;8;1;1
24;1;8;1;1
13;4;10;1;1
24;9;10;1;1
24;14;10;1;1
30;6;11;1;2
24;8;11;1;1
13;8;11;1;1
24;20;12;1;1
18;7;2;1;1
24;27;2;1;1
13;27;2;1;1
24;24;3;1;1
24;3;5;1;1
24;9;5;1;1
11;11;6;1;1
24;3;9;1;1
24;11;10;1;1
19;1;11;1;1
24;23;12;1;1
18;6;2;1;1
24;1;4;1;1
24;3;7;1;1
24;11;7;1;1
24;3;8;1;2
28;28;8;1;1
24;14;9;1;1
13;21;11;1;1
11;26;11;1;1
24;17;12;1;1
11;13;2;1;1
13;8;6;2;1
27;19;6;1;2
13;28;6;1;1
13;8;10;1;2
13;10;1;1;1
13;8;6;2;2
24;27;6;1;1
11;23;8;1;1
13;26;8;1;1
13;27;10;1;1
13;11;11;2;1
13;12;11;2;1
29;2;1;2;1
13;15;2;2;1
24;29;5;1;1
30;16;7;1;1
13;5;9;1;2
13;9;10;2;1
13;31;1;1;1
13;22;2;2;1
24;27;2;1;1
13;27;2;1;1
24;5;3;1;1
13;19;5;1;1
13;19;6;1;1
24;22;8;1;1
11;30;8;1;1
11;7;9;1;1
13;11;9;2;1
13;7;11;1;1
13;23;1;2;1
24;15;7;1;1
24;19;9;1;1
13;10;10;1;1
21;25;10;1;1
13;28;10;1;1
13;2;12;1;1
24;27;5;1;1
24;5;10;1;1
24;13;3;1;1
13;7;5;1;1
13;19;10;1;1
13;23;10;1;1
11;23;12;1;1
24;2;9;1;1
13;24;10;1;2
13;29;6;1;1
24;15;8;1;2
30;28;12;1;2
24;16;9;1;1
13;12;12;1;1
13;27;5;2;1
19;14;7;1;3
28;30;4;1;1
19;8;9;1;3
13;12;6;1;1
11;4;3;1;2
24;18;10;1;1
24;6;4;1;1
13;14;5;1;1
28;7;9;2;3
30;9;9;1;1
21;10;3;1;1
13;20;11;1;1
24;24;11;1;1
19;27;2;1;1
24;21;10;1;1
29;2;5;1;1
13;2;12;1;1
19;23;12;1;1
13;19;8;1;1
13;26;10;2;1
28;22;5;3;1
19;6;10;1;2
24;22;10;1;1
37;20;3;1;3
31;20;5;1;2
24;11;11;2;1
21;30;3;1;1
11;30;4;1;1
19;14;5;1;3
24;18;7;1;1
30;23;11;1;2
24;7;3;1;2
21;12;8;1;1
19;26;10;1;2
13;7;2;1;1
28;5;10;1;3
13;9;5;2;1
11;8;2;1;1
30;3;3;1;2
11;29;6;2;1
21;13;8;1;1
24;15;10;1;1
13;26;8;2;1
24;17;4;1;1
30;23;7;1;1
11;11;8;1;1
30;23;1;1;1
24;22;12;1;1
13;14;5;2;1
19;30;9;1;3
19;14;3;2;1
24;3;10;1;1
24;3;1;1;1
11;29;1;1;1
13;24;3;1;1
18;5;3;1;2
13;15;6;1;1
13;22;8;2;2
13;26;8;1;1
24;23;11;1;1
13;1;12;1;1
11;5;4;1;1
19;12;5;1;3
30;6;6;1;1
19;3;5;2;1
21;9;12;1;1
29;26;6;1;1
11;15;5;2;2
24;29;9;2;1
13;8;10;2;1
13;24;1;1;1
13;7;3;2;1
24;30;8;1;1
19;1;12;1;2
13;22;5;1;1
11;18;9;2;1
6;26;10;1;2
24;26;11;1;1
30;15;11;1;1
30;15;2;1;1
13;4;11;1;1
24;15;1;1;1
24;21;3;1;1
24;21;12;1;1
13;7;4;1;1
24;22;5;1;1
24;28;10;1;1
13;1;8;1;1
29;9;10;1;1
18;28;3;1;1
29;27;5;1;1
6;17;7;1;1
18;2;10;1;1
18;3;7;1;1
24;14;11;1;1
13;26;2;2;1
34;8;2;1;2
13;5;3;1;1
13;24;11;1;1
24;2;3;1;1
13;6;5;2;1
13;14;5;1;1
13;20;8;2;1
13;20;8;2;2
29;23;8;1;1
13;3;10;1;1
13;18;7;1;1
13;12;1;1;1
13;23;9;1;1
29;18;10;1;1
13;17;11;1;1
13;10;2;1;1
13;9;4;1;1
11;30;5;1;1
13;1;7;2;1
13;26;1;1;1
13;10;6;1;1
24;2;9;2;1
24;6;9;1;1
24;18;10;1;2
21;28;5;1;1
11;25;9;1;1
13;12;1;1;1
13;6;5;1;1
13;19;7;1;1
13;20;11;1;1
13;1;3;2;1
13;28;4;1;1
11;29;4;3;1
13;3;7;1;3
24;25;8;1;2
13;5;12;1;1
11;9;12;1;1
13;30;8;2;1
24;26;11;1;1
19;24;1;1;3
29;2;3;1;1
24;12;3;1;1
6;10;4;1;1
13;23;10;2;2
19;27;11;2;3
13;17;9;2;1
13;11;10;1;1
30;27;10;1;2
13;12;11;1;1
13;3;6;1;2
24;23;6;1;1
24;11;1;1;2
24;17;8;1;1
24;29;11;1;1
13;4;12;2;1
24;2;5;1;1
24;18;5;1;1
24;16;9;1;1
19;17;10;1;2
28;19;7;1;1
19;31;12;1;1
30;3;10;1;1
24;8;2;1;1
24;1;5;1;2
29;4;5;1;2
33;9;6;1;2
13;6;12;1;1
24;14;2;1;1
13;22;11;1;1
29;10;2;1;3
18;15;3;1;3
29;8;8;1;1
19;15;9;1;1
13;18;9;1;1
19;15;9;2;3
24;27;10;1;1
24;9;3;1;1
24;24;9;1;1
19;22;10;1;2
18;7;1;1;2
18;16;2;1;1
18;23;2;1;1
18;7;5;1;2
24;9;5;1;2
19;14;6;2;2
29;27;9;1;1
18;14;4;1;1
18;30;5;1;1
18;19;10;1;1
21;6;2;1;1
18;26;6;1;2
24;22;8;1;1
29;17;9;1;1
19;24;9;2;2
18;2;10;1;1
13;21;12;1;1
24;12;1;1;2
18;6;2;1;1
19;16;6;1;1
29;27;10;1;1
21;15;3;1;1
13;30;4;2;1
13;9;6;2;2
25;15;6;1;1
24;15;1;1;1
45;10;2;1;1
24;16;5;1;2
13;25;5;2;2
18;4;6;1;3
32;9;8;1;1
18;15;8;1;1
24;17;8;2;1
21;10;5;1;1
24;6;6;2;1
18;9;8;1;2
24;21;8;1;1
18;27;1;1;1
29;30;8;1;1
18;16;9;1;2
29;3;7;1;1
13;3;7;1;1
24;7;7;1;1
24;1;10;1;1
13;15;11;1;1
29;19;2;1;1
18;24;2;1;1
19;9;12;1;3
29;21;2;1;1
24;21;2;1;1
24;31;3;1;1
19;3;6;1;3
29;25;1;1;1
13;5;3;1;1
24;10;10;1;1
19;5;2;1;2
27;10;1;1;1
13;4;6;1;1
24;11;5;1;1
19;31;1;1;3
13;25;5;1;1
18;4;11;1;1
19;1;12;2;2
29;1;5;1;1
13;11;6;1;1
18;21;3;1;3
29;18;8;1;1
24;30;11;2;1
29;23;5;1;2
18;11;9;1;1
18;19;11;1;2
33;25;4;1;1
13;14;5;1;1
24;29;12;1;1
18;15;2;1;2
18;2;9;1;1
19;5;11;1;2
29;30;9;1;1
24;25;10;1;2
13;12;12;2;1
18;22;3;1;1
13;29;4;1;1
24;5;6;1;1
18;14;6;1;2
13;14;7;1;1
35;27;12;1;1
18;30;12;1;1
18;10;2;1;1
19;12;5;1;1
18;16;6;1;1
13;24;12;1;1
30;26;12;1;1
24;3;5;1;1
11;24;8;4;1
19;27;8;1;1
6;26;9;1;1
24;7;1;1;1
11;16;7;1;1
18;26;7;1;2
11;27;7;1;1
18;2;10;1;1
28;6;1;2;2
21;15;2;1;1
11;12;6;1;1
13;2;12;1;1
29;3;12;1;1
13;18;10;1;1
30;21;7;1;3
24;22;6;1;1
24;27;8;1;3
13;18;12;1;1
30;2;7;1;1
24;20;7;2;1
18;22;9;1;1
19;16;12;2;2
24;27;12;2;1
18;29;1;1;1
13;5;4;1;1
24;30;7;1;1
18;16;11;1;1
18;12;2;1;2
13;11;11;2;1
18;20;12;1;1
24;24;12;1;1
13;8;3;1;1
18;11;3;1;1
18;27;4;1;1
29;8;5;1;1
24;29;5;1;2
19;4;12;1;2
24;13;1;1;1
40;17;8;1;3
18;10;10;1;1
18;7;3;1;2
18;28;9;1;2
18;5;1;1;1
13;13;2;1;1
18;3;7;1;2
45;3;10;1;1
18;21;11;1;1
18;12;2;1;1
18;24;3;1;1
18;19;10;1;1
18;21;12;1;1
24;29;1;1;2
19;30;1;1;1
18;5;2;1;1
19;27;3;1;3
18;10;4;1;1
18;29;4;1;2
30;3;8;1;1
18;11;8;1;1
18;4;2;1;1
19;28;2;1;2
29;24;6;1;2
18;4;8;1;2
47;10;9;1;1
19;18;9;2;1
28;5;1;1;1
18;12;1;1;2
29;16;2;1;2
18;24;3;1;1
29;18;4;1;2
24;15;6;1;2
19;8;7;1;3
19;29;9;1;3
29;4;9;1;1
24;16;11;1;1
19;17;1;1;3
13;19;3;1;1
18;5;7;1;1
18;12;7;1;2
24;31;10;1;1
40;3;2;1;2
35;17;3;1;1
24;4;6;2;3
18;11;10;1;1
13;27;10;1;1
29;14;5;1;2
11;9;10;3;1
24;10;10;1;1
18;9;5;1;1
29;7;3;1;2
28;6;12;1;3
13;25;3;2;2
29;18;11;1;2
29;22;1;1;1
13;9;1;2;1
24;20;1;2;1
18;20;6;1;2
24;6;7;1;1
19;8;7;1;1
13;11;7;2;1
18;10;3;1;1
24;8;5;1;1
13;1;8;1;1
24;15;9;1;1
19;31;7;1;2
29;16;5;1;1
24;25;7;1;1
30;6;3;2;2
18;23;7;1;1
11;19;11;1;1
24;10;1;1;3
29;15;11;1;1
18;16;6;1;1
29;21;6;1;1
13;5;7;2;1
19;4;9;2;3
19;1;12;1;3
19;6;5;1;2
13;2;12;1;1
19;21;12;1;2
18;12;4;1;1
19;2;2;4;2
19;25;9;1;3
13;4;11;2;1
13;29;12;2;2
11;9;7;1;1
13;28;11;1;1
30;15;4;1;1
18;9;8;1;1
21;3;6;1;1
13;30;6;1;1
19;26;11;1;1
13;17;12;1;1
21;27;1;1;1
13;10;3;1;1
13;3;10;2;3
24;24;11;1;1
24;22;12;1;1
24;11;2;1;1
21;13;5;1;1
24;29;2;1;1
19;17;8;1;2
28;13;12;4;1
19;19;1;1;3
13;8;10;2;1
30;22;11;1;1
30;29;1;2;1
30;11;4;1;1
24;18;4;2;1
19;13;11;1;3
28;23;12;2;2
19;8;4;2;3
19;16;6;1;2
24;28;2;2;1
18;5;5;1;1
24;27;6;2;1
29;18;7;1;1
29;9;12;1;1
29;21;2;1;1
29;4;2;1;1
19;17;12;1;1
24;16;1;2;1
13;3;4;1;1
24;4;5;2;1
29;22;11;1;2
13;25;5;1;1
13;26;10;2;1
29;6;4;1;1
18;31;7;1;1
18;19;11;1;1
18;4;7;1;2
18;11;2;1;1
19;27;4;1;2
19;5;5;2;1
24;27;1;1;1
28;13;3;1;3
24;17;6;2;1
13;6;11;1;1
38;15;12;1;1
18;3;3;1;1
13;22;9;1;1
13;13;5;1;1
13;13;8;1;2
11;21;7;1;1
19;27;9;1;1
13;9;11;2;1
13;10;4;1;1
18;1;6;1;1
29;15;5;1;1
18;29;11;1;1
13;28;5;2;1
21;17;11;1;1
19;10;1;1;3
11;25;4;2;2
11;28;5;2;1
13;15;10;2;1
24;30;10;1;1
24;29;3;2;1
29;30;4;1;1
24;8;2;1;1
18;18;10;1;1
29;25;10;1;1
13;19;11;1;1
18;23;12;1;2
29;11;12;1;1
24;27;8;1;1
21;19;3;1;1
25;10;10;1;1
24;25;7;2;3
11;15;3;2;1
45;19;9;2;1
13;3;3;1;1
11;14;3;1;3
33;26;7;1;1
11;26;12;1;1
13;26;3;1;1
21;27;4;1;1
24;19;11;1;1
24;6;6;2;1
29;27;1;1;2
29;17;11;1;1
13;14;9;2;1
19;11;4;1;3
29;22;1;1;2
13;12;2;1;1
24;13;2;1;1
13;3;7;1;1
18;22;1;1;1
13;10;5;2;1
13;27;6;1;1
13;2;10;1;1
24;14;3;1;1
13;3;4;1;2
29;21;7;1;1
13;21;8;2;1
29;10;9;1;1
13;5;11;2;1
13;11;11;1;1
18;1;8;1;2
25;18;8;1;1
38;3;12;1;1
35;27;7;1;1
24;13;5;1;1
19;6;11;1;3
21;18;1;1;1
40;12;12;1;2
24;23;10;1;1
21;8;6;3;1
13;8;6;3;2
24;30;9;2;1
19;13;8;1;1
18;30;10;1;1
13;15;3;2;1
29;16;6;1;1
24;8;9;1;2
19;19;5;2;1
13;5;6;1;1
24;11;6;2;1
13;10;7;1;1
11;28;9;1;1
13;8;10;1;1
13;18;11;2;1
