id_conce; id_acidente_tip; dia; mes; total; id_risco
1;6;3;1;1;1
1;6;4;1;1;1
1;7;9;1;1;1
1;7;9;1;1;1
1;6;9;1;1;1
1;3;15;1;1;1
1;6;16;1;1;1
1;4;24;1;1;1
1;4;25;1;1;1
1;2;25;1;1;1
1;2;27;1;1;1
1;13;1;2;2;1
1;14;1;2;2;1
1;15;4;2;4;1
1;6;5;2;1;3
1;17;5;2;1;2
1;13;5;2;2;1
1;13;7;2;1;1
1;16;9;2;1;1
1;6;10;2;1;1
1;14;10;2;1;1
1;17;13;2;2;1
1;20;14;2;1;3
1;13;14;2;1;1
1;13;15;2;1;1
1;16;19;2;1;1
1;13;20;2;1;1
1;13;22;2;2;1
1;18;24;2;1;1
1;23;24;2;1;1
1;18;25;2;1;1
1;13;25;2;1;1
1;13;26;2;1;2
1;21;27;2;1;1
1;13;1;3;2;1
1;22;1;3;1;1
1;13;2;3;1;1
1;22;2;3;1;1
1;11;2;3;2;1
1;16;3;3;2;1
1;13;3;3;1;1
1;16;5;3;2;1
1;22;7;3;1;1
1;13;7;3;1;1
1;15;7;3;1;1
1;20;9;3;1;2
1;13;12;3;2;1
1;15;13;3;2;1
1;16;14;3;1;1
1;16;14;3;1;1
1;17;15;3;1;2
1;23;16;3;1;2
1;23;16;3;2;1
1;22;16;3;1;1
1;21;18;3;1;1
1;15;18;3;1;1
1;15;19;3;1;1
1;16;20;3;1;1
1;23;21;3;1;1
1;18;21;3;1;1
1;17;22;3;1;1
1;18;23;3;1;2
1;15;23;3;1;1
1;13;26;3;2;1
1;14;27;3;1;1
1;22;27;3;1;1
1;13;27;3;1;1
1;4;29;3;2;1
1;5;29;3;1;2
1;7;30;3;1;2
1;12;30;3;1;1
1;7;31;3;2;2
1;18;1;4;1;2
1;19;1;4;1;1
1;13;3;4;2;1
1;23;4;4;1;2
1;22;4;4;1;1
1;13;5;4;2;1
1;13;5;4;1;1
1;13;5;4;1;1
1;15;7;4;1;1
1;13;8;4;1;1
1;11;8;4;1;1
1;19;10;4;2;1
1;15;10;4;1;2
1;22;11;4;3;1
1;13;13;4;1;1
1;20;14;4;2;1
1;22;14;4;1;1
1;18;15;4;2;2
1;13;16;4;2;1
1;18;18;4;1;1
1;19;20;4;1;2
1;23;20;4;2;1
1;18;21;4;1;1
1;15;21;4;2;3
1;22;22;4;1;3
1;11;22;4;2;1
1;20;27;4;1;3
1;13;28;4;1;1
1;18;28;4;1;2
1;18;28;4;1;1
1;15;28;4;1;1
1;18;30;4;1;1
1;18;30;4;1;1
1;13;1;5;2;1
1;16;2;5;2;1
1;13;5;5;2;1
1;13;5;5;1;2
